dim_reduction_level,dims,mae_mean,mae_std,spearmanr_mean,spearmanr_std,pearsonr_mean,pearsonr_std,kendalltau_mean,kendalltau_std,nr_efficient_mean,nr_efficient_std,prop_efficient_mean,prop_efficient_std,nr_non_nan_mean,nr_non_nan_std,spearmanr_warning_count,kendalltau_warning_count
log,4,0.061802255645878164,0.02064449579198984,0.08401027536862217,0.11267944861056962,0.07005746994542465,0.11650832455574409,0.058627253708171345,0.07914622260458286,25.122,7.862883754764591,0.25122,0.07862883754764596,100.0,0.0,0,0
sqrt,10,0.07268054936538705,0.00582720954459402,0.07805561409500937,0.10290776008540328,0.056864636269451194,0.10831522639507367,0.06053816330586136,0.07960426415097895,73.427,11.516392590490243,0.7342969696969697,0.11514977249545558,99.996,0.06315051850925708,0,0
ten_percent,10,0.07268054936538705,0.00582720954459402,0.07805561409500937,0.10290776008540328,0.056864636269451194,0.10831522639507367,0.06053816330586136,0.07960426415097895,73.427,11.516392590490243,0.7342969696969697,0.11514977249545558,99.996,0.06315051850925708,0,0
half,50,0.07663886885917374,0.0068090934137427575,0.0026292742579139498,0.10357636191978953,0.0030345686914964596,0.10173803949837866,0.0021708383595132044,0.08498669158401262,99.668,0.6310104390373997,0.9974272624201195,0.005458829065627334,99.925,0.2923362113397177,787,787
original,100,0.07813099510075125,0.007219924351442226,-0.003478439471004352,0.09899916601869045,-0.006485304278270817,0.09481683365317772,-0.002857783438776222,0.08123071669077987,99.284,1.0268390323699215,0.9963342707661174,0.006013126361713002,99.649,0.8027723484546824,692,692
