"","slack_input.X0","slack_input.X1","slack_input.X2","slack_input.X3","slack_input.X4","slack_input.X5","slack_input.X6","slack_input.X7","slack_input.X8","slack_input.X9","slack_input.X10","slack_input.X11","slack_input.X12","slack_input.X13","slack_input.X14","slack_input.X15","slack_input.X16","slack_input.X17","slack_input.X18","slack_input.X19","slack_input.X20","slack_input.X21","slack_input.X22","slack_input.X23","slack_input.X24","slack_input.X25","slack_input.X26","slack_input.X27","slack_input.X28","slack_input.X29","slack_input.X30","slack_input.X31","slack_input.X32","slack_input.X33","slack_input.X34","slack_input.X35","slack_input.X36","slack_input.X37","slack_input.X38","slack_input.X39","Y"
"0",0.29402016470355,0.3393753305652,0.182146576909432,0.350711687303254,0.581785546461966,0.715201986206594,0,0.213880429917869,0.182297329381058,0.543082670143006,0.424666208471383,0.428181218274973,0.363133738426411,0.542665485741193,0.363160522486684,0.136116038650569,0.147218050958887,0.132653467365816,0.384630082339175,0.42578162706063,0.223976680176312,0.243172137668952,0.158754116184806,0.244322024634444,0.0326342992748136,0.343174104448826,0.41738568061612,0.235371594964238,0.260779760620854,0.16944254261574,0.216796017298525,0.413118575622718,0.326556392448296,0.429677436062145,0.250797661671122,0.349851903478019,0.357266679903163,0.0786816107439989,0.442672903683179,0.352799703777636,0
"1",0.01159507815581,0.196225338500109,0.0745361708478885,0.127868621339319,0.167918933471362,0.0844810988746424,0.0678810172966466,0.0768246135570235,0.0585672033775387,0.141814242519077,0.23607111893754,0.24675448195306,0.236065573570937,0.253036688118814,0.142343416009995,0.111436349780532,0.0240088784692633,0.0688995517544335,0.146899187847953,0.209323613118431,0.0922161250998533,0.100310610039187,0.110132075414761,0.108029835822728,0.0584478688677331,0.240222826246306,0.228142072344312,0.176965423570667,0.0454871833293129,0,0.171562719945115,0.162740796117461,0.107479356330239,0.179271531237183,0.12279484011898,0.132316768486311,0.135132056112317,0.0278177057558936,0.198461545989138,0.0477567431932521,0
"2",0.057291566564257,0.0208925874653532,0.0147609546921462,0.0820064830671419,0.0636605201945071,0.0723541455267847,0.0100727162803316,0.0602720137148132,0.0386952320180513,0.0917338025243914,0.0416885438476444,0.0697258473150407,0.0643369570306521,0.0763631867946435,0.0616324802013958,0.0686781230027125,0.0294988233599676,0.016665370356039,0.067637615370871,0.0754088318861739,0.0372605396004618,0.0408393560714499,0.0313860880378569,0.0404668710663471,0.0143172677342889,0.0182124874326243,0.0663364433466152,0.0282038488262044,0.0599694872413765,0.0447327038817788,0.0243008537827605,0.0763152933036406,0.0602292164712535,0.0670142136235557,0.0368807447288574,0.0534447672710379,0.0705877181193077,0,0.0804446512141754,0.0577111112913781,0
"3",0.0161856994431059,0.0118788230429863,0,0.0582643389886323,0.0560591428318029,0.0303531535912644,0.0252426624220347,0.0355021756925687,0.0178550929872206,0.0600165586300144,0.056585609879769,0.0578260089614536,0.0428463115192895,0.0543980344564811,0.0351741757760005,0.038333442358281,0.030258667295862,0.0227070678315236,0.0467805288602881,0.0572330442852099,0.0269397335402237,0.0411061607143677,0.0380161077256823,0.0323628318421871,0.00845219306393966,0.00658010431186047,0.0669470287124154,0.0131955351595724,0.0652532495692744,0.0246801418149941,0.0319963745678871,0.0502897493119134,0.0214296067043705,0.0680584456797307,0.0258921753850932,0.063244540300869,0.0454573796311833,0.003380631436791,0.0571370411887816,0.0773045008783288,0
"4",0.0133620225760824,0.0334119008612395,0,0.0422049198471117,0.0641994320211798,0.0333112082568889,0.0222088568775929,0.032163156893119,0.0207162088867799,0.0534174002077483,0.0712293567146771,0.0555712334887815,0.048847678856791,0.0646625197338855,0.0349419081885438,0.023890969062528,0.0278505127509067,0.0230358367616679,0.0504011894351889,0.0645479482695894,0.0303296514916739,0.0387362651012257,0.0406757619630326,0.0347047515437158,0.01752203365419,0.029208015085841,0.0693269162282758,0.0177541776299546,0.0565573637854676,0.0225268068187658,0.0411733133061246,0.0466323278298402,0.0201317756211099,0.0736869278331655,0.030489481674132,0.0685971562034593,0.0421287617325363,0.0126421367014883,0.048775879252917,0.0793920887270434,0
"5",0.324270934285182,0.371317681026043,0.23452196678241,0.188567548231606,0.432698823303246,0.34813380410992,0.16395049401423,0.0685807611738722,0.134439643108332,0.350687379508716,0.448910495731769,0.271709524951174,0.195221645928138,0.340930109765877,0.173537192743548,0.0845842062775452,0.194612424337342,0.221465786486128,0.249236576428569,0.214897047933542,0.152188552687762,0.291492233443153,0.240943684750007,0.218997704561722,0,0.12098887993664,0.390155311840492,0.09521915786917,0.4193034243514,0.170930470866953,0.105004069498524,0.247382665192128,0.182107459968885,0.443225594107841,0.164410709036706,0.279716909049773,0.227014474703529,0.120928668202065,0.210580289557945,0.407748048532124,0
"6",0.0313880756236596,0.0355429173813303,0.0343125080081504,0.0940163355770895,0.0718186737618952,0.0866298740109449,0.0238508478129679,0.0300418305225149,0.0272698294752487,0.0797092990928273,0.0791261179508726,0.0427067230852816,0.0341110809787722,0.0582656741110423,0.0439577314818279,0.0409252168314863,0.0481351869145816,0.0428310587879886,0.0545563437398138,0.0456864960412785,0.0313727878467729,0.063424437941268,0.0482974254647625,0.0480537555369755,0,0.00659386904751063,0.0865335017129273,0.0183131961661252,0.0980258111987958,0.0335919921302683,0.0309742756391356,0.0566696209271073,0.0291544476942936,0.0958768337282996,0.0338642218415294,0.0678293775772204,0.0561205500407743,0.0139968513313231,0.0618511490210299,0.0969969919765866,0
"7",0.0600502112289591,0,0.0214058686586734,0.20956604784239,0.241984303799776,0.292075498718295,0.0509971162621701,0.194476720450755,0.126053245328082,0.308865119570627,0.226482644183156,0.21130913715693,0.221132724338954,0.290655467710074,0.196423595824789,0.128944836385473,0.135046628702711,0.0690604967058705,0.242847803143192,0.269516943315255,0.140252831905197,0.152569642578326,0.14276202042627,0.169193474939964,0.110327854357352,0.172208284434518,0.247172198684142,0.10473488473636,0.164925209214477,0.134657187790494,0.165717208639173,0.204259117620474,0.160021800563168,0.281608034943546,0.170610870840351,0.222387934275724,0.190215286839313,0.0793608435101067,0.213713090232085,0.213592696904712,0
"8",0.35542643499103,0.480461794393552,0.339450260276827,0.637015485433899,0.413773190121201,0.671214927112194,0,0.352794373359734,0.302573036219403,0.548537462374309,0.436336008635897,0.360838927056786,0.424534078451245,0.557453562937974,0.439996092631882,0.322519664573878,0.214742053219788,0.187629096759846,0.458202126185131,0.438404955310906,0.263263784193073,0.322589973538239,0.243056056000847,0.334987033329345,0.130392930786226,0.306255775397354,0.500587633860511,0.267110638241185,0.407964406941906,0.273335593856988,0.230428867177763,0.442829567198297,0.384464208839167,0.544319419936659,0.292320254173004,0.366937451663503,0.462574097511459,0.0883402126810177,0.509041150287193,0.356860226837258,0
"9",0,0.0472436253938481,0.0669701294674093,0.199456443419242,0.0276584960435405,0.127134488224144,0.0510260554528326,0.145062049159733,0.0884442035615187,0.138234839780963,0.125190535446855,0.137459297608419,0.175667210250036,0.182956048435972,0.14696184094165,0.13866983249651,0.068324554463228,0.0399225696876756,0.146286550856676,0.150040783480728,0.0843149766268588,0.0911784259007565,0.0867531240771924,0.115485155799452,0.092776560968375,0.171838584633354,0.154313380789926,0.1384306646788,0.037581907724528,0.0474462125052942,0.126514444675513,0.128210557847957,0.121789892233389,0.143217207158598,0.119947179954448,0.0873861355999704,0.136701438315011,0.0269883181201313,0.18313090188112,0,0
