"","target_input.X0","target_input.X1","target_input.X2","target_input.X3","target_input.X4","Y"
"0",2.60860053234061,1.31689770541399,2.73359355539512,1.94263624885702,5.8943610909031,0.445612146040695
"1",1.56623197038715,0.79067962395078,1.64127913316897,1.1663798124977,3.53903814368045,0.267550351565533
"2",0.51785572097847,0.261428686468968,0.542669160701682,0.385649424961249,1.17014030112852,0.0884622985787755
"3",0.295006026426636,0.14892765468232,0.309141458281846,0.219692280769966,0.666591922447731,0.0503941737729228
"4",0.283630718610476,0.143185067200733,0.29722109418187,0.211221039185978,0.640888419378804,0.0484509957105905
"5",1.96008454723269,0.989507903056398,2.05400344741064,1.45968355256839,4.42898249343003,0.33482991001687
"6",0.317877780868123,0.160473984052942,0.333109129746564,0.236724976540032,0.718272652321546,0.054301223339934
"7",1.38246932347282,0.69791087493686,1.44871136317138,1.02953096398452,3.12381036828729,0.236159241106723
"8",2.13549857638748,1.0780620260919,2.23782256945658,1.59031514884748,4.82534583669776,0.36479487437543
"9",1.2519023323098,0.631996845964738,1.31188815809816,0.932297153444005,2.82878283036945,0.213855236943224
"10",0.945270934083341,0.477200364201396,0.990564289732021,0.70394740734549,2.13592236340729,0.161475168123507
"11",0.409818845565541,0.206888517682095,0.429455618531306,0.305193890360061,0.926021530576358,0.0700069838199879
"12",0.142124810074987,0.0717487533831846,0.148934825423095,0.105840968937416,0.321143440772945,0.0242783595410506
"13",2.43187309298359,1.2276805345641,2.5483980901261,1.81102655024419,5.4950299823925,0.41542281941141
"14",3.74944911600553,1.89283137690838,3.92910674237966,2.7922311889823,8.47220826175096,0.640496713214446
"15",1.07743974786102,0.543923039993744,1.12906606993472,0.802374102207261,2.43456935964283,0.184052802382547
"16",1.13263630766738,0.571787874817848,1.1869074137112,0.843479222198872,2.5592908148602,0.193481711548377
"17",5.16473299999801,2.60730799999899,5.41220499999791,3.84619929999852,11.6701659999955,0.88226147596132
"18",1.25003941788573,0.631056392376682,1.30993598075219,0.930909832908011,2.82457341226929,0.21353700604351
"19",0.485233412611278,0.244959992814476,0.50848373031129,0.361355448950044,1.09642734172708,0.0828896182622295
"20",0.756407649982933,0.381856664625587,0.792651481746661,0.563300091965839,1.7091692521125,0.129212745306027
"21",0.456925056721896,0.230669108314303,0.478818958621003,0.340274092255343,1.03246213531347,0.0780538655042429
"22",2.47342011228459,1.24865468285011,2.59193586557276,1.84196679760113,5.58890910684052,0.422520056494199
"23",0.826485660412862,0.41723409018041,0.866087331855257,0.615487493456097,1.86751664677298,0.141183766637501
"24",2.8689636717105,1.44833661932963,3.00643218707529,2.13652981981031,6.48267437964964,0.490088475722499
"25",3.55954207628772,1.79696075902502,3.73010016645484,2.65080658422001,8.04309669333581,0.608055991659827
"26",2.21303116627139,1.11720274098753,2.31907019070489,1.64805400832748,5.00053750572599,0.378039318412733
"27",0.0654665528440525,0.0330494271364504,0.0686034311232246,0.0487532288159345,0.147927402856617,0.0111832726954744
"28",0.600760823206586,0.303281602443557,0.629546722195088,0.447389217929484,1.35747163176054,0.102624497836032
"29",1.33101960053435,0.671937552750552,1.39479638872136,0.991216129829267,3.00755521872855,0.227370382418866
"30",2.24071561318568,1.13117865802239,2.34808115836029,1.66867073727409,5.06309293523376,0.38276849240794
"31",0.882114974232834,0.445317391864606,0.924382165373857,0.656914887258227,1.99321594753938,0.150686600669297
"32",0.927661009345188,0.468310360081302,0.972110572430961,0.690833219215932,2.09613119802822,0.158466966500876
"33",1.72164148669223,0.869134884878762,1.8041352113426,1.28211396038607,3.89019954026377,0.294098060659847
"34",2.27742845308103,1.14971237141316,2.38655312112116,1.69601095004144,5.14604880844351,0.389039934574034
"35",4.64818582498266,2.3465399057345,4.87090708520659,3.46152435495082,10.5029824729361,0.794022708723426
"36",2.94950042863794,1.48899392545387,3.09082792225201,2.19650589565365,6.66465422690309,0.503846104245787
"37",0.246985387425387,0.12468543417778,0.258819874861027,0.18393110045103,0.558085088005242,0.042191085667136
"38",1.6781847925906,0.847196677001464,1.7585962576154,1.24975156983577,3.79200533855435,0.286674604872583
"39",1.02594962836684,0.517929324446758,1.07510876329815,0.764029184559935,2.31822293053277,0.17525704298465
"40",0.714760515424128,0.360831975234625,0.7490087939456,0.532285288337639,1.61506390848184,0.122098406112612
"41",0.312898380419912,0.157960237335769,0.327891137644589,0.233016795203585,0.707021261434332,0.0534506211522037
"42",1.90131029963339,0.959836946985747,1.99241298828562,1.41591411279784,4.29617693968525,0.324789845131522
"43",0.416545495283265,0.21028432684052,0.43650458064329,0.310203255884989,0.941220984029168,0.0711560584978534
"44",2.00868457018997,1.01404261349674,2.10493217639808,1.49587620265858,4.53879849660293,0.343131970933872
"45",1.57394584179784,0.794573811441221,1.6493626204312,1.17212436634397,3.55646831090602,0.268868067617103
"46",2.8355418339358,1.43146429988839,2.97140891723473,2.11164043074532,6.40715481361286,0.484379216420138
"47",1.09244161398518,0.55149641998463,1.14478676156515,0.813546057656937,2.46846738844293,0.186615484431917
"48",0.903739534401773,0.456234101155281,0.947042882330402,0.673018791987587,2.0420785328557,0.154380599249992
"49",1.26980725964039,0.641035776005937,1.33065101325897,0.945631031297028,2.86924057991158,0.21691383215302
