"","slack_input.X0","slack_input.X1","slack_input.X2","slack_input.X3","slack_input.X4","slack_input.X5","slack_input.X6","slack_input.X7","slack_input.X8","slack_input.X9","slack_input.X10","slack_input.X11","slack_input.X12","slack_input.X13","slack_input.X14","slack_input.X15","slack_input.X16","slack_input.X17","slack_input.X18","slack_input.X19","Y"
"0",0.567433026375673,0.349297543032363,0.671833404521051,0.399816650681136,0.560428892210484,0.517876633044878,0.0838882951756657,0.921199358521204,0.578546194342468,0.230322454217653,0.494323645280825,0.145449912020594,0.0941484605201481,0.0392778907733066,0.610492423927556,0.595637184082942,0.720119981342728,0,0,0.772779541627226,0
"1",0.13199169111535,0.134397400101746,0.222233658156489,0.125778416775025,0.136916424990719,0.26469604217312,0.0518632130896724,0.232527755090345,0.187810460586023,0.333067279016674,0.242114336332914,0.179755628837704,0.187466681648521,0.107741765120889,0.406844771567858,0.24542981455879,0.122896113820818,0,0,0.358619961272767,0
"2",0.119568742918805,0.0886302905051003,0.133943850206303,0.0931183072868005,0.111981008929897,0.102215386031328,0.037461608905011,0.136816980456177,0.146552523242863,0.0784702897791037,0.0931994609242559,0.0589193707980886,0.0636925173435344,0,0.128792915031135,0.169640817855139,0.178324016502084,0.046952806103335,0.0510511210645278,0.211643406865161,0
"3",0.129500125777121,0.089736107183449,0.108924739803289,0.0935564127509613,0.125257653645199,0.0879636043460338,0.0619814839358571,0.118979987153911,0.138416688544738,0.0889260441064717,0.09498041998791,0.0762664502143653,0.0956639724137721,0,0.185530519556596,0.168690505408816,0.183359549503975,0.0504306516350191,0.0919471195981801,0.223654601044175,0
"4",0.0990144323517737,0.0480115772587511,0.0736122067812137,0.0627557282885089,0.112201725490604,0.0836520042665357,0.0424729193609889,0.108357061334358,0.0816571208549284,0.0847937976330552,0.0731634332971171,0.0656046408540391,0.071021405181178,0,0.162752312630235,0.129785007623788,0.14263802653989,0.0197398140405566,0.0830293365366274,0.163297036334988,0
"5",0.615275140335833,0.60113864860281,0.4102284338432,0.445085847982931,0.451313392728701,0.507465993478943,0.422473725652755,0.641371141042943,0.455507702621333,0.405144351050941,0.410795382536329,0.236752433940582,0,0.118487131482527,0.782316266586792,0.802917365195604,0.973112111378287,0.114715099740084,0.3896596257309,0.794290119778636,0
"6",0.165307328557587,0.1194713152451,0.0668939083463599,0.115936066789554,0.0830421178440102,0.066761063021219,0.0822284617320756,0.104191158650338,0.119255539810705,0.0475005759635328,0.0785119563599344,0.0674431184964977,0.0579050215098997,0,0.167759761593984,0.15525069525587,0.186374073032155,0.0253334097418875,0.0881087408658364,0.171026996488608,0
"7",0.355661181893695,0.150722308536111,0.30049516058598,0.2310619600006,0.388758629106244,0.263809065594783,0.0498252406771507,0.433411965360016,0.304511559900109,0.184003210925417,0.2021208706552,0.184970690736277,0.222717773036039,0,0.452667615875564,0.317126405440605,0.323480408807033,0.00516634226362499,0.224780339530481,0.489598211978201,0
"8",0.779832754696214,0.484115241661228,0.525152079356582,0.547022556970294,0.421260398843104,0.549759098717555,0.176103807013001,0.677005652928165,0.639793778358362,0.425218850709261,0.484563678511739,0.267650572646011,0.205465488715832,0,0.59708538461687,0.819475371716449,0.850177314421572,0.0721979860732445,0.137790401174761,0.831767757679924,0
"9",0.102931829251765,0.0706017810827621,0.123688148855596,0.0970134586160914,0.0634727778332304,0.126182228234651,0,0.0982887819475886,0.139717509397933,0.156991034052825,0.11513615027683,0.116400105409192,0.159200489676902,0.0515720028392742,0.2100995624991,0.109607802624755,0.0099926099463723,0,0.000704316941262135,0.195657455414177,0
