,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
20,6.125202,1.6644192,9.3315525,4.3437867,4.155581,3.895137,3.8114703,3.989851,5.699078,3.4657726,7.155961,6.290113,5.7313905,7.179706,6.9950886,4.037525,6.2734256,2.6256025,6.139577,5.999155,7.208195,6.373108,3.9883718,7.35889,6.361924,3.6158438,4.161955,5.3240547,6.7385373,3.4228363,2.5393002,3.5594304,5.612981,4.3238277,4.1502204,4.1291766,3.8877656,5.1586733,4.8882,3.122109
21,6.1957173,1.7304968,8.790485,4.2552586,4.4055815,4.11071,4.075846,3.1399443,5.4601536,4.0236177,7.031054,6.0132337,6.13187,7.8258376,6.669996,4.137595,6.2419634,2.5350845,6.0861034,5.5862527,7.5805187,6.4141436,4.1868534,7.385689,6.2850456,4.0042634,4.177909,5.6304717,6.7425704,3.3272269,2.284871,3.2805798,5.819681,4.5959563,4.179125,3.6375697,3.9962423,5.422349,5.14175,2.5772033
22,5.9142303,1.5392573,8.776451,4.546367,4.2739134,3.9438639,4.0459666,3.1622667,5.7364707,4.123075,6.9506307,6.077699,5.8861766,7.469038,6.7654157,4.0740075,6.048284,2.7407265,6.133095,5.594761,7.319094,6.3827977,4.128076,7.371213,6.174603,3.8961585,4.117468,5.445301,6.637679,3.4360275,2.272811,3.356233,5.695915,4.464659,4.4178987,3.7222068,3.8889985,5.336104,4.85112,2.8652313
23,5.862425,1.5444959,9.258362,4.609758,4.2337685,3.896956,3.842047,3.824849,5.695103,3.6875768,7.0812254,6.191489,5.7094717,7.3346987,6.786303,4.1496162,6.1756315,2.6414447,6.1793146,5.698568,7.368832,6.3075266,4.1010995,7.4011183,6.3479133,3.851758,4.022072,5.2957506,6.646944,3.4696472,2.3583143,3.411957,5.4735565,4.466093,4.152405,3.8314345,3.902625,5.2430496,4.933562,2.9014907
24,6.1756806,1.6580639,8.764842,4.5134416,4.432213,3.9713116,3.9313433,3.14501,5.378385,3.8597767,7.0199933,5.9552555,6.3791666,7.7206287,6.4457264,4.202972,6.1124744,2.8919926,6.380036,5.3397627,7.9054246,6.163029,4.3902526,7.423939,6.282686,4.160394,4.381308,5.5140543,6.7698464,3.2917044,2.5274496,3.4866893,5.786959,4.5629783,3.9191973,3.7675495,3.9005716,5.105424,5.2479053,2.769952
25,6.2871227,1.4601685,8.720415,4.4155426,4.3842998,3.9222257,3.8599868,3.0279498,5.2976294,4.1103573,6.933161,5.923506,6.1687117,7.6037574,6.68312,4.0349493,6.1815066,2.7216403,6.308461,5.675217,7.7625427,6.3537397,4.244632,7.378659,6.1614447,4.1099606,4.280486,5.4770207,6.678409,3.2840815,2.2212877,3.3470492,5.9293613,4.676452,4.107655,3.714638,4.1035314,5.1824985,5.4925647,2.542493
26,6.3230557,1.6897523,9.128742,4.2552094,4.123837,3.8036392,3.4884918,3.368857,5.484957,3.9803715,6.9544306,6.16525,5.9145637,6.9955077,7.232999,3.7478766,6.3778577,2.513053,6.2242503,6.2570047,7.460711,6.4467216,4.1585655,7.1531887,6.160768,3.908264,4.499287,5.4806967,6.7315507,3.261832,2.4966278,3.616316,6.100566,4.324273,4.3213863,4.267627,4.014183,4.919457,5.2826447,3.1069312
27,6.1774287,1.6859426,8.971969,4.196318,4.21257,3.907822,3.7909193,3.3466415,5.6713595,4.0951123,6.996597,6.191765,5.9374776,7.2267575,6.998587,3.932339,6.3551598,2.3447928,5.928758,6.0516653,7.2125473,6.5479727,3.9729404,7.3614674,6.2756863,3.771879,4.090002,5.5929503,6.7041535,3.3403618,2.2043161,3.2740233,5.879044,4.4652095,4.401656,3.97096,4.0606794,5.4041696,5.1225944,2.7086728
28,6.3525305,1.3916912,9.045987,4.291844,4.171127,3.8690743,4.0806723,3.8716464,5.6382732,3.4164298,7.093921,6.1522603,5.7738924,7.334305,6.904274,4.0526752,6.090765,2.9457352,6.268812,6.015539,7.2071548,6.320317,3.9447532,7.3675942,6.2443395,3.5940447,4.169508,5.157106,6.6092014,3.4652612,2.470764,3.597141,5.5988197,4.3974333,4.1043973,4.1142945,3.9126515,5.1511235,4.8931885,3.127248
29,6.3562565,1.6410756,9.28111,4.155716,4.183786,3.8546422,3.7502353,4.0604315,5.624616,3.395204,7.195664,6.32296,5.9016967,7.06294,6.9625587,4.0089455,6.3894696,2.5244942,6.049867,6.094883,7.190511,6.431579,3.8788495,7.47791,6.446585,3.4793587,4.041234,5.3811636,6.81164,3.3697996,2.459837,3.4416723,5.6620154,4.4179068,4.0348454,4.157105,4.0125575,5.2839365,5.1007566,2.8726542
30,6.242386,1.7772965,8.773675,4.3530865,4.3607635,3.877142,3.9690545,3.54556,5.6738496,3.492607,7.1698675,6.2062817,6.4997206,7.3177586,6.4379168,4.205612,6.097287,2.980396,6.243436,5.30479,7.5878334,6.150697,4.2275505,7.603713,6.437917,3.737416,4.2379656,5.5310583,6.946156,3.3155909,2.7307553,3.5156386,5.662425,4.4177175,3.9090853,3.9355989,3.7993755,5.226128,4.9669223,2.8997521
31,6.1526318,1.6102892,9.068181,4.343094,4.13168,3.8115242,3.8742368,3.755697,5.8160744,3.591161,7.1131105,6.301287,5.8371134,7.03274,6.9674716,3.9914637,6.1462436,2.7961874,6.1356845,5.940226,7.067871,6.368453,3.952408,7.414724,6.295021,3.5056336,4.181491,5.3346276,6.7479033,3.41663,2.5574,3.572714,5.67022,4.25294,4.304508,4.1632886,3.8343465,5.1607714,4.764779,3.2117493
32,6.6195893,1.6825606,8.661845,3.9632714,4.381133,4.0303545,4.173344,3.3086967,5.452279,3.7066073,7.07056,6.0125227,6.4235706,7.7576385,6.570363,4.163671,6.2840757,2.676114,6.092695,5.8014736,7.574662,6.3244925,4.1008716,7.442565,6.3790374,3.884368,4.215119,5.5623546,6.7053647,3.3006732,2.4058619,3.3637419,5.804716,4.569012,3.926333,3.9595654,4.0197983,5.4315314,5.188869,2.6274996
33,6.020611,1.8687333,9.39324,4.2965736,4.225371,4.0985336,3.894322,3.8411307,5.6184945,3.6062527,7.1665273,6.247986,5.669484,7.522133,7.0418506,4.0585136,6.331755,2.4246938,6.0689216,5.897765,7.30062,6.456492,4.073277,7.254801,6.338166,3.7525768,4.201449,5.4941006,6.7907596,3.408716,2.506045,3.496732,5.691082,4.357691,4.2433267,3.9160132,3.876891,5.2364993,4.8444657,3.0470972
34,5.8782487,1.7859656,9.097956,4.6596155,4.3514595,3.8540761,3.5728326,3.4528685,5.5287113,3.8481324,7.0801964,6.172583,6.188808,7.252366,6.6086373,4.1208935,6.18251,2.702764,6.3095274,5.341189,7.7934957,6.193835,4.3914924,7.46088,6.383821,4.063839,4.287142,5.538405,6.90302,3.292466,2.598758,3.481762,5.721063,4.485443,4.002524,3.7811794,3.880795,5.035104,5.2368345,2.8193016
35,6.202235,1.5940257,8.8072815,4.546225,4.236877,3.7486525,3.8049464,3.428926,5.6607904,3.5942228,7.069941,6.1651826,6.250174,7.104417,6.6593275,4.0647516,5.9965158,3.1807775,6.455331,5.524465,7.542895,6.11653,4.258286,7.4564767,6.2473555,3.7895296,4.4686937,5.330645,6.816644,3.3268316,2.7851562,3.7351356,5.760736,4.285947,4.065267,4.139755,3.7610714,4.911721,4.9494624,3.2543192
36,5.89217,1.5342757,8.7685995,4.674749,4.282305,3.919249,4.02357,3.160934,5.6923523,4.001331,6.969821,6.0564184,5.925593,7.4783854,6.7028737,4.1019425,5.9406624,2.9790156,6.3175154,5.4399977,7.439836,6.263937,4.2361736,7.36347,6.1438723,3.928841,4.280087,5.37714,6.674836,3.4243062,2.4614623,3.5209732,5.691506,4.393956,4.3415527,3.7644875,3.787856,5.129642,4.803618,3.0788991
37,6.3584332,1.9838948,9.385501,4.0022683,4.257378,4.023905,3.5544806,3.8320694,5.4416375,3.6256583,7.2245812,6.347941,5.9961576,7.167367,7.124176,3.8976781,6.6245046,2.1275315,5.9262314,6.0838375,7.3554554,6.602876,3.9691298,7.4053307,6.4442577,3.5740864,4.1623564,5.7314563,7.0411983,3.2338767,2.4594407,3.3504987,5.9850354,4.4663086,4.119553,4.027642,4.0991416,5.335024,5.323401,2.6648607
38,6.1725836,1.5560707,9.135598,4.4949784,4.2611747,3.8178186,3.463359,3.3590293,5.2934194,4.002661,6.973444,6.068257,5.925896,7.210089,6.979817,3.8884869,6.276854,2.617918,6.388837,5.8947964,7.757519,6.3565893,4.283764,7.282196,6.1645293,4.091677,4.4327364,5.4239936,6.7580595,3.2495043,2.387691,3.5242994,5.9939494,4.5531497,4.132657,3.9275153,4.0977373,4.901603,5.5833173,2.7826023
39,6.525169,1.2460951,8.836897,4.298151,4.2220283,3.8265517,4.080694,3.6249092,5.4625697,3.5059621,7.0238204,6.019181,5.9375806,7.408909,6.815888,4.028784,6.03667,3.1066759,6.418847,5.985986,7.4179354,6.266153,4.0242634,7.3708262,6.1581106,3.7252808,4.2800584,5.120833,6.575532,3.4103389,2.431556,3.617158,5.7220254,4.497371,4.0112205,4.0901437,3.9886916,5.063426,5.142325,3.017342
40,6.549263,1.7359202,8.560915,4.037251,4.399155,4.015384,4.21386,3.2957456,5.5594215,3.6154904,7.118749,6.072055,6.5323143,7.672839,6.459675,4.2146378,6.198331,2.8431644,6.127765,5.5501485,7.5417852,6.253193,4.1276035,7.541485,6.4054046,3.7803993,4.208413,5.578301,6.8037677,3.3032453,2.5270505,3.3925302,5.755667,4.4984417,3.9403155,3.9290166,3.9126909,5.4523845,5.0170302,2.7090466
41,5.938287,1.6148037,9.190739,4.4968114,4.1707788,3.9608495,3.9773216,3.6884036,5.740983,3.7050986,7.0691366,6.1922755,5.604413,7.400459,6.9826827,4.055232,6.109158,2.7389836,6.193786,5.8406377,7.20421,6.3664002,4.0707545,7.26794,6.2226424,3.7495437,4.207367,5.3046756,6.644878,3.475152,2.478792,3.5653012,5.6077843,4.303485,4.3562846,3.9464655,3.8050342,5.1446466,4.6941304,3.22391
42,6.2097273,1.657709,8.881366,4.3881073,4.426923,4.02208,3.918958,3.1749291,5.316739,3.982924,6.98127,5.916133,6.227969,7.846151,6.5357194,4.1902337,6.2240596,2.6263387,6.257807,5.565948,7.8872313,6.233103,4.359756,7.341796,6.338779,4.274372,4.2940235,5.523088,6.650651,3.3126323,2.3878825,3.3990257,5.753444,4.616662,3.9217768,3.7542133,3.9821985,5.164186,5.322843,2.6708126
43,6.3341527,1.8039081,9.120264,4.1067023,4.1733184,3.9002736,3.5669463,3.387066,5.5166016,4.0167904,7.002299,6.2119694,5.968005,7.080481,7.2060275,3.7788177,6.481142,2.2862737,6.014156,6.2445335,7.3479056,6.5640626,4.0507584,7.2285943,6.2435193,3.7948396,4.3156247,5.6323304,6.803197,3.2613413,2.380102,3.4346876,6.098623,4.3824463,4.3531084,4.167733,4.0654507,5.168139,5.2573376,2.8913205
44,6.19317,1.5553273,9.203352,4.494265,4.1164317,3.6948578,3.4641175,3.6241782,5.555005,3.7198927,7.0271263,6.215332,5.8683624,6.8765335,7.0673113,3.869019,6.231753,2.7945547,6.3888626,6.0677824,7.4618716,6.29033,4.165547,7.284787,6.209439,3.8324368,4.4712453,5.281333,6.7273974,3.3065655,2.6088238,3.715199,5.878296,4.29504,4.181071,4.285923,3.9353943,4.80614,5.2199397,3.223322
45,6.184404,1.3871531,9.030853,4.562725,4.169766,3.7024422,3.5034125,3.2971613,5.419867,4.016268,6.9153843,6.058924,5.8396015,7.0644426,7.0270586,3.8606207,6.1726885,2.8101318,6.4612145,6.0397067,7.6054525,6.312026,4.2245617,7.250351,6.0816364,4.0519514,4.485244,5.2596984,6.6033797,3.2934008,2.3809245,3.6180608,5.9498878,4.4522142,4.240962,4.0979323,4.051628,4.8233895,5.4491076,2.9953115
46,6.3727636,1.4557967,9.098852,4.378508,4.0989027,3.6949468,3.5241816,3.4891431,5.469675,3.8063507,6.9531016,6.1245003,5.8574367,6.957313,7.141047,3.8024998,6.244038,2.8056798,6.410423,6.2581263,7.488916,6.3175344,4.154248,7.1990914,6.137568,3.8975148,4.5194798,5.2429566,6.6282206,3.298096,2.5280752,3.7185712,5.9701777,4.320519,4.209681,4.3382277,3.996695,4.7943287,5.296351,3.2112818
47,5.860493,1.766245,9.330632,4.647577,4.2969117,3.8338282,3.373273,3.650934,5.4951124,3.860056,7.087491,6.243606,6.011554,7.030017,6.8315563,4.0073414,6.339284,2.4570625,6.228838,5.584331,7.689944,6.342442,4.2668233,7.4338255,6.3540654,3.9660592,4.221976,5.559083,6.934248,3.2842891,2.4742806,3.4232647,5.8039207,4.5349035,4.052974,3.852587,4.0053806,5.0537887,5.4104023,2.718055
48,6.2894077,1.9204664,9.393347,4.146929,4.2139406,3.8959475,3.4071789,3.8345203,5.4837427,3.6525006,7.1763325,6.359872,6.021279,6.92539,7.1285677,3.852704,6.5661554,2.2389097,6.0187,6.0826936,7.392887,6.5334935,4.0219784,7.389021,6.408199,3.6168523,4.2319036,5.6579466,7.019177,3.2348833,2.5259585,3.44177,5.9947906,4.4177265,4.110931,4.151215,4.0676103,5.161115,5.359503,2.803136
49,6.2352076,1.463488,8.978105,4.4658103,4.2912555,3.7517035,3.8334007,3.8488033,5.6199446,3.4141672,7.152663,6.2135563,6.17076,7.1333094,6.5499716,4.164273,6.125875,2.9465504,6.2840157,5.5541124,7.481123,6.188426,4.086783,7.6287255,6.4370365,3.662234,4.0438147,5.286181,6.807553,3.3795948,2.5180035,3.451087,5.521922,4.508181,3.8769424,3.934904,3.9328032,5.217964,5.1296844,2.791127
