,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
21,4.203711,6.006796,5.9960337,2.8436286,5.3759484,4.004751,6.201675,4.4615226,3.8040397,4.0605965,5.9706006,2.6303093,4.108433,7.649453,4.9952784,4.72977,5.849149,4.365574,3.1757336,3.5430212,5.802427,7.46733,3.2275882,7.7233167,5.979695,4.8509555,5.558747,5.140328,4.827235,5.8898373
22,4.7505355,6.459488,6.163779,3.0489717,5.5671206,3.9091365,6.2489233,4.591261,3.6467767,4.0526547,5.805186,2.7603064,4.033026,7.509583,4.948215,4.7296124,6.1487584,4.4420714,2.98292,3.5168843,5.736803,7.1619105,3.2087576,7.7515745,5.89593,4.8558693,5.487686,5.3007026,4.892514,5.9632006
23,4.795898,6.09886,6.3997583,2.5182776,5.997143,3.5424893,6.1082983,5.0034733,3.5521343,3.9155245,5.846659,3.118444,4.0833573,7.3601723,4.900308,4.898072,6.183694,4.541873,2.9309323,3.5642705,5.583174,6.8445067,3.2013545,7.64994,5.739456,4.7586474,5.141415,5.2713513,5.0198665,6.212612
24,4.425894,5.4620795,6.1685843,2.6623077,5.499064,3.8796186,6.2050605,4.88443,3.9970176,3.9967442,5.940016,2.904024,4.0234494,7.604523,4.990923,4.7026305,5.8002486,4.5923953,2.990858,3.651803,5.9744444,7.4000344,3.1734645,7.846847,5.809497,4.8377113,5.8957047,5.321052,5.2406116,6.1000357
25,4.2167335,6.060879,5.8903303,2.95115,5.360683,4.1192737,6.159366,4.572746,3.795055,3.915045,5.9905753,2.7515197,3.8182282,7.6460557,4.994395,4.81696,5.925498,4.565868,3.0758278,3.6187603,5.9280252,7.2072864,3.002137,7.897198,5.8892317,5.230841,5.8774905,5.3343964,5.157076,5.995947
26,4.2369843,6.2853875,5.967312,3.2282221,5.6272945,3.7229009,5.86554,4.8000417,3.2626936,3.7090015,6.0332174,3.412026,3.5713418,7.469307,5.138427,5.2597327,6.3756638,4.4573216,2.8035386,3.334858,5.2018676,6.6978045,2.9871202,8.026445,5.69336,5.1376905,5.4646955,5.2572393,5.382553,6.1142836
27,4.3512983,6.665402,5.9259906,3.114902,5.5957932,3.896834,6.102623,4.5042057,3.424265,3.9194548,5.900426,2.875814,3.7791414,7.429428,5.1165643,5.0159626,6.3255305,4.371859,3.0609865,3.5657814,5.335728,6.8631983,3.1073828,7.7398896,5.9417734,5.0839186,5.248564,5.1592627,4.8559036,5.975883
28,4.6168427,6.0336366,6.040455,2.4583268,6.091205,3.3647394,5.979958,4.884766,3.548801,3.8894544,5.7517138,3.1269794,4.1117067,7.530636,4.7258167,5.254925,6.260865,4.383961,3.1638372,3.8160474,5.345053,6.676542,3.1631358,7.7233043,5.473539,4.8501325,5.578537,5.310394,4.994846,5.882437
29,4.3643594,6.145632,5.99626,2.4405441,6.0847735,3.4888132,5.973332,4.8358555,3.3830013,3.8371198,5.8899655,3.1030319,3.8649888,7.283315,5.024512,5.276736,6.3698783,4.411761,3.2017586,3.8906066,5.0451245,6.5032563,3.1357543,7.579321,5.716419,4.951248,5.07964,5.12261,4.8805385,6.059661
30,4.595155,5.331961,6.0837164,2.607324,5.6954527,3.6649032,6.2796454,4.9513865,4.014199,4.05028,5.833607,2.9257958,3.8696282,7.3318005,5.25741,4.863497,6.071868,4.485721,3.1680295,4.1425686,5.3328815,7.1722255,3.3171887,7.626908,5.8327837,4.6411033,5.7324796,5.117017,4.937054,6.032093
31,4.706278,6.1810713,6.092482,2.8546717,6.002771,3.3942351,6.0385213,4.9026155,3.4419544,3.9159024,5.7336245,3.214186,3.9018402,7.3546114,4.9883027,5.246789,6.4760814,4.3431363,3.0459735,3.8016353,5.007496,6.6304736,3.245599,7.6960893,5.607642,4.702775,5.3065467,5.182821,4.9824085,5.996279
32,4.057498,5.768013,5.7830873,2.4839206,5.567438,3.775911,6.1692595,4.5502706,3.9157522,4.1549206,5.8898177,2.75443,4.028243,7.4559555,5.2658796,4.8937907,5.9756846,4.2659383,3.2198465,3.8441734,5.347671,7.3508177,3.2762725,7.7065473,5.9750705,4.8674245,5.784409,5.1202865,4.762672,5.7446475
33,4.4682994,6.1951146,6.2598786,2.7711637,5.89483,3.5174747,5.9579797,4.7849183,3.3201683,3.8070486,5.957341,3.1395967,4.0925603,7.529061,4.8078704,5.1426616,6.2075605,4.355208,3.085721,3.4353266,5.357409,6.826404,3.2139523,7.6485248,5.6725297,4.6963263,4.923481,5.0732656,4.906549,6.103651
34,4.4825277,5.5025706,6.260705,2.8216555,5.552342,3.9114115,6.178929,5.0481133,3.7967472,3.8122497,6.0633726,3.1341057,3.6326227,7.3401523,5.2753572,4.788123,6.007662,4.7151628,2.913796,3.7395947,5.653728,7.074461,3.104574,7.758126,5.902274,4.925632,5.4844637,5.17319,5.2796383,6.382433
35,4.672687,5.344818,6.144586,2.7883067,5.7733,3.4098713,6.1088047,5.1631956,3.9204907,3.9804761,5.76309,3.3582487,3.9068458,7.461131,5.124355,5.06073,6.18079,4.4536157,2.9070888,3.8483524,5.2753954,7.064735,3.276864,7.876407,5.5710244,4.6051044,5.9470844,5.266293,5.3052654,6.030578
36,4.9367785,6.0264087,6.2610254,3.0753365,5.59348,3.776559,6.253866,4.8246017,3.785764,4.0505695,5.743894,2.9358432,4.0460777,7.559307,4.89091,4.746769,6.115059,4.4979076,2.8989522,3.5895634,5.781432,7.2187576,3.2540922,7.8409743,5.720592,4.675091,5.777838,5.378288,5.1414366,6.011803
37,3.9720235,6.46832,5.847192,2.808323,5.6910458,3.9354384,5.980583,4.440875,3.227141,3.766483,6.1158037,2.8333573,3.6896846,7.3489885,5.1416726,5.1806383,6.2736306,4.403903,3.2928047,3.7087271,5.167862,6.6468353,3.0347688,7.5756965,5.977004,5.191802,4.8398905,4.97286,4.7401633,6.0688343
38,3.9746354,5.853624,5.9394445,2.9457421,5.4983716,3.8974202,5.9366364,4.883914,3.5852823,3.6788251,6.1648726,3.2878656,3.5276868,7.504836,5.198217,5.097154,6.074671,4.6278844,2.9005446,3.4774613,5.517493,6.8738747,2.8909166,7.9658637,5.835541,5.327855,5.560438,5.2175713,5.407089,6.2341204
39,4.436122,5.910844,5.8838167,2.479404,5.9079638,3.5211725,5.9915614,4.8119516,3.7072442,3.9101071,5.7862706,3.046208,4.069661,7.639454,4.734935,5.197213,6.120186,4.425088,3.1685114,3.8179626,5.545959,6.839025,3.0821466,7.8486958,5.493335,5.0312743,5.960046,5.401463,5.1137295,5.798746
40,4.424006,5.5647993,5.992397,2.5976832,5.6280694,3.6086195,6.2312374,4.7375355,3.9939406,4.1930017,5.797966,2.9013085,4.0762424,7.422716,5.2709928,4.851826,6.02837,4.26675,3.127564,3.886444,5.2765613,7.410165,3.4028645,7.6929417,5.8676195,4.5636396,5.833844,5.114155,4.8043857,5.783583
41,4.8761654,6.2483997,6.3023777,2.9431245,5.9240403,3.4607403,6.062092,4.8886356,3.4365225,3.9206204,5.749568,3.155363,4.1137075,7.5221887,4.7417936,5.071588,6.322069,4.388937,2.9558892,3.5099852,5.4205046,6.8295054,3.254671,7.7513037,5.569535,4.612899,5.279339,5.269241,5.046944,6.0415144
42,4.0638833,5.732858,5.973865,2.671463,5.368652,4.0495663,6.1470084,4.6374674,3.8935509,3.9834497,6.0430293,2.7923546,3.9624,7.63088,5.0780663,4.732973,5.764067,4.5161934,3.0479662,3.5281684,5.94842,7.435904,3.1051168,7.859671,5.949588,5.048698,5.8207006,5.260935,5.136027,6.014853
43,4.187323,6.55263,5.8972554,3.1872866,5.606126,3.873755,5.918342,4.5850673,3.1815617,3.7519763,6.0504484,3.1570618,3.587372,7.4193897,5.1438684,5.199736,6.386798,4.4260263,2.9334288,3.3961468,5.2071548,6.6778407,2.9916575,7.9082785,5.8199735,5.2002077,5.276534,5.20912,5.1580987,6.0576477
44,4.3769045,5.8063927,6.106738,2.8902116,5.862109,3.3910418,5.8615184,5.16741,3.5155246,3.7220418,5.9209723,3.6508627,3.7138207,7.4606104,5.089669,5.318272,6.3304515,4.491181,2.7899678,3.5206015,5.16126,6.6777053,3.064791,7.968536,5.5319386,4.940298,5.57094,5.255598,5.4593816,6.185165
45,4.305005,5.957281,6.0399632,3.1530178,5.622091,3.5885305,5.905254,5.0805163,3.6330206,3.7163801,5.923974,3.5835915,3.6614425,7.596934,5.0749836,5.2212434,6.2487264,4.5326295,2.730941,3.4113371,5.4320617,6.8365564,2.9840124,8.081961,5.588688,5.1228747,5.787063,5.313588,5.5431824,6.1833
46,4.3203907,5.945455,5.99502,2.9279633,5.8491206,3.398763,5.814076,5.085214,3.451239,3.7357335,5.903825,3.6343105,3.7330313,7.5236235,5.009879,5.377214,6.359535,4.457562,2.774753,3.4372845,5.1701365,6.6470404,3.012736,8.069895,5.4870377,5.0542517,5.718541,5.350751,5.5129967,6.0725756
47,4.338031,5.8131027,6.266952,2.8050034,5.6498394,3.9262104,6.037971,5.0026255,3.5027556,3.648124,6.174874,3.2591958,3.5108006,7.289517,5.270137,4.927079,6.101608,4.7380605,2.8859487,3.6005101,5.582181,6.8170857,2.9969559,7.757808,5.8779006,5.093764,5.200694,5.1524835,5.3049774,6.4738865
48,3.9891903,6.2204733,5.914952,2.7244396,5.7526093,3.935349,5.9319506,4.6444206,3.1923969,3.64762,6.198208,3.0486999,3.4684353,7.2235193,5.279805,5.2149634,6.2979813,4.544889,3.1780236,3.7661414,5.13067,6.5108957,2.9707417,7.62871,5.9241967,5.2476635,4.9082026,5.017241,4.983127,6.249821
49,4.608222,5.648004,6.081664,2.313358,5.9432306,3.6669254,6.2136345,4.986057,3.8311992,3.9690738,5.835973,2.888912,3.8751776,7.254187,5.0795465,4.9306145,6.1483665,4.6191425,3.1921556,4.149656,5.4436984,6.806489,3.1589024,7.5736737,5.81352,4.9316134,5.503342,5.2485714,4.9691734,6.1254163
