"","target_input.X0","target_input.X1","target_input.X2","target_input.X3","target_input.X4","target_input.X5","target_input.X6","target_input.X7","target_input.X8","target_input.X9","target_input.X10","target_input.X11","target_input.X12","target_input.X13","target_input.X14","target_input.X15","target_input.X16","target_input.X17","target_input.X18","target_input.X19","Y"
"0",2.95501921147107,2.86179720945175,3.02902572615637,2.14768521328775,3.04545737836353,2.67964130324865,1.80596935085154,2.99061889753454,2.74061403957623,3.28302004519071,2.74307231894321,2.46591986081317,1.88931079912354,1.8102341451142,4.77721942822396,3.05238260116443,3.62268581849423,1.4959516460894,1.68756974901597,4.26949141742121,0.445612146040707
"1",1.67362071310249,1.67107784718887,1.80636245680673,1.22328670014178,1.76840829868454,1.5178473056386,1.04080692590693,1.74805555997466,1.6164488431532,1.85420622865339,1.59578117054789,1.41389663449843,1.08665869191817,1.07933669975216,2.70336592318397,1.72404870279768,2.10673470069371,0.92472224824884,0.919594683916462,2.43424180232446,0.267550351565536
"2",0.527953978376656,0.540607035838928,0.594146179112404,0.387743966360268,0.569519798745999,0.478865466106744,0.333139799997101,0.565965791287873,0.52712366183843,0.583533147519405,0.514697590317377,0.450650265348743,0.347242587528157,0.354963498576706,0.852181406709288,0.54259933429941,0.679300298878894,0.312450319223168,0.2804032592791,0.77222045014342,0.0884622985787755
"3",0.300758684296754,0.307966730964733,0.338466287647339,0.220885474762577,0.324437417591723,0.272794511340279,0.18977920810842,0.322412811942622,0.300285679224694,0.332420379198794,0.293206939268722,0.256721203808366,0.197813120147115,0.202211478988304,0.485460796132482,0.309101680388816,0.386975896576067,0.177993065241415,0.15973686871839,0.439909568039068,0.0503941737729228
"4",0.289161556422115,0.29609166385409,0.325415170509097,0.212368224122046,0.311927247759299,0.262275670167296,0.182461401975815,0.309980710049161,0.288706790225912,0.319602389737513,0.281901003493727,0.246822142587047,0.190185529758523,0.194414289739952,0.466741632813768,0.2971828501076,0.372054269400149,0.1711297278012,0.153577482507637,0.422946840842162,0.0484509957105905
"5",1.99830646402983,2.04619830224335,2.24884402604483,1.46761139436571,2.15563314576478,1.81250638410584,1.26093455684669,2.14218122312065,1.99516371490115,2.20867368828082,1.94813101875713,1.70571181418522,1.31431362517154,1.34353728308194,3.22550768305472,2.0537391543913,2.57115247514747,1.18262484641492,1.06132668471475,2.92285536311787,0.33482991001687
"6",0.324076441078548,0.331843326070577,0.364707506891437,0.238010678608937,0.349590981526232,0.29394421174449,0.204492749721561,0.347409408632062,0.323566764023922,0.358192860447652,0.315939210865762,0.276624744100577,0.213149529250724,0.217888891916749,0.523098468333974,0.333066267881953,0.416978055475905,0.191792829706571,0.172121234152659,0.474015663221337,0.054301223339934
"7",1.40942766439285,1.44320630790514,1.58613457958812,1.03512255854181,1.52039191415922,1.27838081176786,0.889351097741394,1.51090412424552,1.4072110486515,1.55780199579693,1.37403836754898,1.20305741970441,0.926999945378533,0.947611714721765,2.27498626564075,1.4485249543799,1.81346229573668,0.834118392318153,0.748565456460927,2.06152223492774,0.236159241106723
"8",2.17714109074857,2.22931891770503,2.4501000341625,1.59895247773001,2.34854742388204,1.9747131869469,1.37377949071918,2.33389164707039,2.17371708727906,2.40633472861527,2.12247528967343,1.85836124062225,1.431935616983,1.46377459043575,3.51416834289877,2.23753462403741,2.80125286335453,1.28846160206971,1.15630809267398,3.18443073067282,0.36479487437543
"9",1.28060263239669,1.30891379468113,1.43685661546932,0.940182551499806,1.3793612072818,1.16152472173141,0.80721133089206,1.37023360118753,1.27554532315504,1.41566065231917,1.24644944723013,1.09227651819883,0.841482917131844,0.858436440456934,2.06715538706044,1.3163496489726,1.64510416756288,0.754209214089849,0.681858562973447,1.87232938476053,0.213855236943224
