dim_reduction_level,dims,mae,spearmanr,pearsonr,kendalltau,nr_non_nan,iteration
sqrt,4,0.25535123369436435,0.38253055429258964,0.3332147361269331,0.2599551802716583,20,9
log,2,0.41786530630214075,0.34789196079365436,0.34111902968797136,0.23873434922907394,20,9
ten_percent,2,0.41786530630214075,0.34789196079365436,0.34111902968797136,0.23873434922907394,20,9
original,20,0.2802346713403938,,,,20,9
half,10,0.14932354196703762,0.4683740251377771,0.427637225286383,0.3872801665271644,20,10
sqrt,4,0.2349375484944313,0.3154739442867026,0.30606621595867245,0.22462783866629302,20,10
log,2,0.3191355061244845,0.4015037593984962,0.4321068167453504,0.2736842105263158,20,10
ten_percent,2,0.3191355061244845,0.4015037593984962,0.4321068167453504,0.2736842105263158,20,10
original,20,0.2788666747407459,,,,20,10
half,10,0.2034958640902022,0.3162185857585799,0.27593505194376555,0.22484748381390351,20,11
sqrt,4,0.14794628933913914,0.6141498316178685,0.6260136880590274,0.46614722254101953,20,11
log,2,0.1982771000166172,0.4481203007518797,0.48998227846724673,0.35789473684210527,20,11
ten_percent,2,0.1982771000166172,0.4481203007518797,0.48998227846724673,0.35789473684210527,20,11
original,20,0.3228607940054561,-0.1392500690033995,-0.13767779108816308,-0.11650496642725608,20,11
half,10,0.23490796560037577,0.4317412866434376,0.4444627426884889,0.31134673020680753,20,12
sqrt,4,0.26290781777712685,0.06490612250874742,0.14452606990145148,0.07487594622209767,20,12
log,2,0.2593295357697761,0.3866115354263535,0.4183029998131547,0.29023847731143076,20,12
ten_percent,2,0.2593295357697761,0.3866115354263535,0.4183029998131547,0.29023847731143076,20,12
original,20,0.4106208489803344,-0.1392500690033995,-0.18747624306767038,-0.11650496642725608,20,12
half,10,0.2897481676256293,0.21234963840651627,0.24032602952008944,0.14324060953744436,20,13
sqrt,4,0.3103365920475614,0.35488721804511275,0.3934582008532398,0.2631578947368421,20,13
log,2,0.21151041409623908,0.41415709618292185,0.46061485083689224,0.34483850444199565,20,13
ten_percent,2,0.21151041409623908,0.41415709618292185,0.46061485083689224,0.34483850444199565,20,13
original,20,0.2659262819060272,,,,20,13
half,10,0.2749488160048107,0.4550583247722644,0.42740391748911344,0.29023847731143076,20,14
sqrt,4,0.1901576256706185,0.5933741668948044,0.5910733025315745,0.4297218286123331,20,14
log,2,0.24840235232570995,0.5834003802239739,0.5525193196237607,0.4064694223485302,20,14
ten_percent,2,0.24840235232570995,0.5834003802239739,0.5525193196237607,0.4064694223485302,20,14
original,20,0.3020526324742872,0.37796447300922725,0.5341029964444494,0.3162277660168379,20,14
half,10,0.16079670595647216,0.5496994185700599,0.6102291487972424,0.3978905820484566,20,15
sqrt,4,0.1565896016600017,0.7514103577644498,0.8349826069009781,0.5857540178467058,20,15
log,2,0.2282934962602888,0.6676691729323309,0.77950028398787,0.4842105263157895,20,15
ten_percent,2,0.2282934962602888,0.6676691729323309,0.77950028398787,0.4842105263157895,20,15
original,20,0.34608214078154464,0.37796447300922725,0.3980544326735947,0.3162277660168379,20,15
half,10,0.24473991959573943,0.40512094135711263,0.3870153131479961,0.28117601131424264,20,16
sqrt,4,0.22260824144915087,0.3091387958370259,0.3091601710017614,0.23746784507298882,20,16
log,2,0.2859302004839777,0.2572395819373792,0.2498057062249182,0.21635959217761203,20,16
ten_percent,2,0.2859302004839777,0.2572395819373792,0.2498057062249182,0.21635959217761203,20,16
original,20,0.304325950356124,,,,20,16
half,10,0.29264511291664336,0.2500002835140546,0.2908087705112892,0.19629268714390524,20,17
sqrt,4,0.14522527993975248,0.6792176377399918,0.7274571506088008,0.546436399346547,20,17
log,2,0.2254966293523105,0.4743981283549832,0.5036955445250335,0.3660593354845801,20,17
ten_percent,2,0.2254966293523105,0.4743981283549832,0.5036955445250335,0.3660593354845801,20,17
original,20,0.3134495485150547,,,,20,17
half,10,0.2076984092828839,0.43472007633765714,0.43086373266242656,0.3315934761264326,20,18
sqrt,4,0.2313044481267827,0.2670176947010807,0.3833454217457351,0.20580546572992364,20,18
log,2,0.24358891113443248,0.35037593984962395,0.4116634055208867,0.2736842105263158,20,18
ten_percent,2,0.24358891113443248,0.35037593984962395,0.4116634055208867,0.2736842105263158,20,18
original,20,0.30459417605132855,,,,20,18
half,10,0.16979943768239222,0.40842424851461084,0.4116995461259903,0.34300910954987274,20,19
sqrt,4,0.12517433864500482,0.5843380120689952,0.5942745835112416,0.5146051527826705,20,19
log,2,0.11233159901467385,0.5993982701120105,0.6677060231486462,0.5358259838252548,20,19
ten_percent,2,0.11233159901467385,0.5993982701120105,0.6677060231486462,0.5358259838252548,20,19
original,20,0.32165403573653756,0.25860727100631337,0.31644163245953894,0.216366366222047,20,19
half,10,0.24515650221466762,0.5421692895485521,0.5920650746285997,0.41911141309104094,20,20
sqrt,4,0.24135554947845955,0.5136511036063388,0.5668691795329504,0.37851664930511253,20,20
log,2,0.15725083840697093,0.6611453280883733,0.7287022628797688,0.546436399346547,20,20
ten_percent,2,0.15725083840697093,0.6611453280883733,0.7287022628797688,0.546436399346547,20,20
original,20,0.25087511751032127,0.3381787390082559,0.39367782691261555,0.2829406327519076,20,20
half,10,0.27084267281142704,0.294341718353622,0.2626472687939584,0.19253814742825115,20,21
sqrt,4,0.25832382982340185,0.37500042527108196,0.3190948685569782,0.28117601131424264,20,21
log,2,0.2768049818859326,0.24144416901139978,0.22892688073592593,0.15303483349148167,20,21
ten_percent,2,0.2768049818859326,0.24144416901139978,0.22892688073592593,0.15303483349148167,20,21
original,20,0.3386061282094606,,,,20,21
half,10,0.167191247944051,0.7451800162978102,0.7278118856534281,0.5859615866273171,20,22
sqrt,4,0.1768507169366961,0.7635550827808776,0.7705982437807866,0.5888780614317157,20,22
log,2,0.116293965737662,0.7319285408905455,0.7020394897091712,0.6100988924743,20,22
ten_percent,2,0.116293965737662,0.7319285408905455,0.7020394897091712,0.6100988924743,20,22
original,20,0.34956672691082075,,,,20,22
half,10,0.1557811379836114,0.6069283991335181,0.6778815676740289,0.4509426596549175,20,23
sqrt,4,0.25219499558600234,0.6325686795594617,0.6385140023258472,0.45910450047444507,20,23
log,2,0.21276164822702479,0.6325686795594617,0.645843029889085,0.46965862692213345,20,23
ten_percent,2,0.21276164822702479,0.6325686795594617,0.645843029889085,0.46965862692213345,20,23
original,20,0.27919052884978146,,,,20,23
half,10,0.24965410065829757,0.092076127279851,0.1273911622066642,0.07487594622209767,20,24
sqrt,4,0.2675649478224587,0.15789473684210525,0.19243101117414782,0.12631578947368421,20,24
log,2,0.18432957749943435,0.22715308112598984,0.29192052011404296,0.17414308638685846,20,24
ten_percent,2,0.18432957749943435,0.22715308112598984,0.29192052011404296,0.17414308638685846,20,24
original,20,0.264253795030002,,,,20,24
half,10,0.22712199156193175,0.1985709053551699,0.4140329747930903,0.17414308638685846,20,25
sqrt,4,0.21550996946413906,0.20000142400951237,0.45808245250483853,0.17114501993622325,20,25
log,2,0.20022034846737916,0.2921690060344976,0.4980698466405654,0.2599551802716583,20,25
ten_percent,2,0.20022034846737916,0.2921690060344976,0.4980698466405654,0.2599551802716583,20,25
original,20,0.282834278549954,,,,20,25
half,10,0.2624218001106565,0.29969913505600526,0.36327117680840487,0.18568227162261305,20,26
sqrt,4,0.25608549576832956,0.3283136253377344,0.37404281705469705,0.2493447647503661,20,26
log,2,0.2591028718910844,0.10078977771815442,0.22099220636360536,0.08971007480535134,20,26
ten_percent,2,0.2591028718910844,0.10078977771815442,0.22099220636360536,0.08971007480535134,20,26
original,20,0.3160745060923799,,,,20,26
half,10,0.18898339839247497,0.3139644995771968,0.4284136069323166,0.1818415836822372,20,27
sqrt,4,0.27986404943376386,0.20150375939849624,0.19696021738211303,0.1368421052631579,20,27
log,2,0.19080712224846708,0.46032346241425753,0.45329827511605675,0.31134673020680753,20,27
ten_percent,2,0.19080712224846708,0.46032346241425753,0.45329827511605675,0.31134673020680753,20,27
original,20,0.30575948388550384,,,,20,27
half,10,0.3117357153302895,0.33132567694633747,0.36631681452027304,0.2069031026651974,20,28
sqrt,4,0.2544174162076157,0.4218897963068582,0.4572073001201589,0.2674140936503488,20,28
log,2,0.27353095678055267,0.49040996322564684,0.5271062545563087,0.2796843508637424,20,28
ten_percent,2,0.27353095678055267,0.49040996322564684,0.5271062545563087,0.2796843508637424,20,28
original,20,0.3291767052895118,0.37796447300922725,0.3975349784381653,0.3162277660168379,20,28
half,10,0.22709139476665344,0.39759081233560495,0.41168720751792603,0.29178642683553485,20,29
sqrt,4,0.28829857549821236,0.3820985603046451,0.37781735766850766,0.2480219715206772,20,29
log,2,0.23502778947297437,0.6551335551680038,0.6533343065747558,0.5329833856082637,20,29
ten_percent,2,0.23502778947297437,0.6551335551680038,0.6533343065747558,0.5329833856082637,20,29
original,20,0.28464808098443234,,,,20,29
half,10,0.32116504003715785,0.19999999999999998,0.2520187689972669,0.1368421052631579,20,30
sqrt,4,0.3257744017846794,0.21804511278195485,0.22653508965799493,0.1368421052631579,20,30
log,2,0.3331408595763402,0.2721804511278195,0.30528786329582225,0.18947368421052632,20,30
ten_percent,2,0.3331408595763402,0.2721804511278195,0.30528786329582225,0.18947368421052632,20,30
original,20,0.24312270235757527,,,,20,30
half,10,0.13653771296039402,0.9036154825809204,0.9225242828941699,0.7586447097723905,20,31
sqrt,4,0.2608869890278397,0.6506031474582626,0.6945668511641603,0.5252155683039627,20,31
log,2,0.2651827285533178,0.4988714764916517,0.5242402067199564,0.37437973111048833,20,31
ten_percent,2,0.2651827285533178,0.4988714764916517,0.5242402067199564,0.37437973111048833,20,31
original,20,0.26584183037696957,,,,20,31
half,10,0.20716290287210862,0.2274098964495316,0.15966588609527796,0.15385102505873652,20,32
sqrt,4,0.2061222058732032,0.17434086394791456,0.10557240649825773,0.13905532869818138,20,32
log,2,0.2845112239144719,0.15622752743384552,0.12721311624668288,0.08557250996811162,20,32
ten_percent,2,0.2845112239144719,0.15622752743384552,0.12721311624668288,0.08557250996811162,20,32
original,20,0.34981142952195504,,,,20,32
half,10,0.28775732062099635,0.43909774436090226,0.4617276490250463,0.28421052631578947,20,33
sqrt,4,0.24138732136490787,0.3810245284882881,0.40173605800821927,0.28117601131424264,20,33
log,2,0.2519946960634159,0.507530696049617,0.5171987589076396,0.3766697510058722,20,33
ten_percent,2,0.2519946960634159,0.507530696049617,0.5171987589076396,0.3766697510058722,20,33
original,20,0.23398089632306732,,,,20,33
half,10,0.14106405856986395,0.6460850700453581,0.6853807962319398,0.5039947372613783,20,34
sqrt,4,0.25980404593999157,0.4781954887218045,0.4839948846692983,0.3473684210526316,20,34
log,2,0.22350244855227927,0.5388717612935542,0.48928203396710934,0.39577285860251626,20,34
ten_percent,2,0.22350244855227927,0.5388717612935542,0.48928203396710934,0.39577285860251626,20,34
original,20,0.27047712617363356,,,,20,34
half,10,0.22845404768483574,0.2742502942558918,0.3462796493526937,0.22710998958306755,20,35
sqrt,4,0.3198933806895765,0.13012411600925905,0.23323742248571747,0.07915594835766294,20,35
log,2,0.3470502614930522,0.0843374450408859,0.14331504709480336,0.05835728536710696,20,35
ten_percent,2,0.3470502614930522,0.0843374450408859,0.14331504709480336,0.05835728536710696,20,35
original,20,0.21097316216970952,,,,20,35
half,10,0.18455895182237467,0.629216608068266,0.7252127947634035,0.5015894165749643,20,36
sqrt,4,0.15010790078060537,0.5606221484788949,0.666702641788671,0.4325904563487001,20,36
log,2,0.1614184321993858,0.465361973529174,0.4698068607345792,0.3872801665271644,20,36
ten_percent,2,0.1614184321993858,0.465361973529174,0.4698068607345792,0.3872801665271644,20,36
original,20,0.338777284007583,,,,20,36
half,10,0.22363191712319871,0.4437758869679933,0.524609156115806,0.3746714888929379,20,37
sqrt,4,0.15073518119304,0.6454730682486736,0.6952837235372856,0.47584950198357007,20,37
log,2,0.21565494361313306,0.34148178420926945,0.4526251395672437,0.3007926037591192,20,37
ten_percent,2,0.21565494361313306,0.34148178420926945,0.4526251395672437,0.3007926037591192,20,37
original,20,0.3123514735706353,,,,20,37
half,10,0.2061998901156298,0.44076723688685443,0.4065760123897498,0.3007926037591192,20,38
sqrt,4,0.2585067951090142,0.3181647460804427,0.3332776898510521,0.2480219715206772,20,38
log,2,0.2620793329377293,0.37232044754094357,0.37695190052875815,0.2796843508637424,20,38
ten_percent,2,0.2620793329377293,0.37232044754094357,0.37695190052875815,0.2796843508637424,20,38
original,20,0.32777206870205966,,,,20,38
half,10,0.26531358472645705,0.18591089066398975,0.18267439968509958,0.15067583656131012,20,39
sqrt,4,0.173718414147715,0.43486096382011574,0.4861708964097005,0.3244428422615251,20,39
log,2,0.21820840914232628,0.3343420031555245,0.345619569199094,0.22462783866629302,20,39
ten_percent,2,0.21820840914232628,0.3343420031555245,0.345619569199094,0.22462783866629302,20,39
original,20,0.30023512953162557,,,,20,39
half,10,0.22245872506212455,0.4090595162760593,0.22010395347421588,0.2888072211423767,20,40
sqrt,4,0.22980047813855897,0.2394581028839439,0.08407362424544193,0.15385102505873652,20,40
log,2,0.23580340526013344,0.018072309651618407,-0.07436019893595457,0.04774686984581479,20,40
ten_percent,2,0.23580340526013344,0.018072309651618407,-0.07436019893595457,0.04774686984581479,20,40
original,20,0.3147398386480466,,,,20,40
half,10,0.12986422871645312,0.8394180277224534,0.7896310589941291,0.6921447301579201,20,41
sqrt,4,0.12837067597033683,0.649815947442227,0.6732777701529095,0.5027384960626557,20,41
log,2,0.13896290742231807,0.6445790442410565,0.641573572353746,0.48277390621879396,20,41
ten_percent,2,0.13896290742231807,0.6445790442410565,0.641573572353746,0.48277390621879396,20,41
original,20,0.3162683161431422,,,,20,41
half,10,0.2499100530668545,0.44904102460998646,0.34458804101922325,0.32190085665449597,20,42
sqrt,4,0.23068009858892494,0.4421052631578947,0.4438774182775206,0.3368421052631579,20,42
log,2,0.22330628418642845,0.48872180451127817,0.47468948113385206,0.37894736842105264,20,42
ten_percent,2,0.22330628418642845,0.48872180451127817,0.47468948113385206,0.37894736842105264,20,42
original,20,0.3671583127234031,,,,20,42
half,10,0.16620694084510818,0.5569850978076232,0.5345514384929939,0.3850762948565023,20,43
sqrt,4,0.19130891817707438,0.5278195488721804,0.5144964821551038,0.35789473684210527,20,43
log,2,0.2478791790349244,0.3398496240601503,0.4220876012109885,0.23157894736842105,20,43
ten_percent,2,0.2478791790349244,0.3398496240601503,0.4220876012109885,0.23157894736842105,20,43
original,20,0.3058133405056652,,,,20,43
half,10,0.2065406832012064,0.5834003802239739,0.5766264992139822,0.4064694223485302,20,44
sqrt,4,0.17597153251419287,0.4815128623323355,0.5215473271402256,0.3636831673644744,20,44
log,2,0.16720460629954345,0.4111450445743188,0.4577250988453003,0.34483850444199565,20,44
ten_percent,2,0.16720460629954345,0.4111450445743188,0.4577250988453003,0.34483850444199565,20,44
original,20,0.2973509337053882,,,,20,44
half,10,0.1531764849128037,0.4495637725242462,0.6962922702107766,0.32356101329317827,20,45
sqrt,4,0.17411180664623235,0.5316271089184414,0.6528242260318236,0.3766697510058722,20,45
log,2,0.1679461068084605,0.5430613396455783,0.681163618542875,0.4063338682360031,20,45
ten_percent,2,0.1679461068084605,0.5430613396455783,0.681163618542875,0.4063338682360031,20,45
original,20,0.2112895800656644,0.37796447300922725,0.643465786281991,0.3162277660168379,20,45
half,10,0.2563138656542615,0.05563909774436089,0.22142026357449174,0.06315789473684211,20,46
sqrt,4,0.32987051266512957,-0.12301974382471893,-0.043810952440560644,-0.010696563746013953,20,46
log,2,0.26011025425417844,0.12905752266274198,0.15031131861730865,0.06417938247608372,20,46
ten_percent,2,0.26011025425417844,0.12905752266274198,0.15031131861730865,0.06417938247608372,20,46
original,20,0.3355839420565098,,,,20,46
half,10,0.08479979516289117,0.9213990873487998,0.9245004114492276,0.7651741674574084,20,47
sqrt,4,0.12835275204602647,0.8358443213873513,0.8123178555033156,0.663150970080761,20,47
log,2,0.1324970562708567,0.7876514956497023,0.7599915685284837,0.6207093079955922,20,47
ten_percent,2,0.1324970562708567,0.7876514956497023,0.7599915685284837,0.6207093079955922,20,47
original,20,0.37794754540112246,,,,20,47
half,10,0.11389899615083418,0.6377403897661811,0.7223121002643529,0.4813453685706279,20,48
sqrt,4,0.14802466815462673,0.5677717282216783,0.5114324496021958,0.4085009975697487,20,48
log,2,0.18423538666587091,0.3162654189033221,0.4527149975486462,0.2493447647503661,20,48
ten_percent,2,0.18423538666587091,0.3162654189033221,0.4527149975486462,0.2493447647503661,20,48
original,20,0.31777681968469057,,,,20,48
half,10,0.15682258390405407,0.5512054443743615,0.6174293568378276,0.44033224413362526,20,49
sqrt,4,0.22851357975223677,0.34373827177012367,0.4413566534448445,0.2796843508637424,20,49
log,2,0.19341348572716527,0.4774101799635862,0.5387215331178079,0.3872801665271644,20,49
ten_percent,2,0.19341348572716527,0.4774101799635862,0.5387215331178079,0.3872801665271644,20,49
original,20,0.2997709015718434,0.37796447300922725,0.5117593373704391,0.3162277660168379,20,49
half,10,0.21060594990890708,0.6676691729323309,0.6471820151251452,0.49473684210526314,20,50
sqrt,4,0.1608261232780931,0.8012057278884162,0.768846022913339,0.6313197235168844,20,50
log,2,0.21755923722856849,0.6676691729323309,0.6315844467059194,0.49473684210526314,20,50
ten_percent,2,0.21755923722856849,0.6676691729323309,0.6315844467059194,0.49473684210526314,20,50
original,20,0.27459866462828153,0.37796447300922725,0.66559540648973,0.3162277660168379,20,50
half,10,0.2346971851953239,0.6415669926324534,0.5336523530774392,0.4933843217400862,20,51
sqrt,4,0.13602317871357622,0.7600054112361472,0.7573441141638698,0.5883110060307675,20,51
log,2,0.2908801236789434,0.49849454122380765,0.5446026787967754,0.3766697510058722,20,51
ten_percent,2,0.2908801236789434,0.49849454122380765,0.5446026787967754,0.3766697510058722,20,51
original,20,0.3462379347416072,,,,20,51
half,10,0.2842488136194608,-0.18825322553769175,-0.1463187218934414,-0.14324060953744436,20,52
sqrt,4,0.26167910026479957,-0.01509444709505754,0.024220544498681416,0.0,20,52
log,2,0.2548477375826339,-0.08424220227189026,0.059495972471415234,-0.036939442566909376,20,52
ten_percent,2,0.2548477375826339,-0.08424220227189026,0.059495972471415234,-0.036939442566909376,20,52
original,20,0.26860718924778604,,,,20,52
half,10,0.11835130174151354,0.8599407342561759,0.84807423448887,0.6949822166446374,20,53
sqrt,4,0.11097048928712354,0.7620490569765762,0.7809273247476191,0.6525405545594688,20,53
log,2,0.08176084906766903,0.9358557198935675,0.928407737932259,0.8022422809510465,20,53
ten_percent,2,0.08176084906766903,0.9358557198935675,0.928407737932259,0.8022422809510465,20,53
original,20,0.31040986331368947,0.37796447300922725,0.4953535293376402,0.3162277660168379,20,53
half,10,0.22219484732453623,0.5746521654975372,0.6433636063618672,0.4274421211313799,20,54
sqrt,4,0.18124946346603205,0.5240969798969337,0.6041667810312004,0.41911141309104094,20,54
log,2,0.20999298539400352,0.6002256911872181,0.6424428774993393,0.4274421211313799,20,54
ten_percent,2,0.20999298539400352,0.6002256911872181,0.6424428774993393,0.4274421211313799,20,54
original,20,0.3146084875013066,0.37796447300922725,0.48029400540007505,0.3162277660168379,20,54
half,10,0.2891748603511826,0.5494378742600944,0.5557159760517004,0.37437973111048833,20,55
sqrt,4,0.23794827235211038,0.3734943994667804,0.42753882840251156,0.2599551802716583,20,55
log,2,0.3592833990262564,0.5370440394833004,0.5015901581596329,0.3852256153406263,20,55
ten_percent,2,0.3592833990262564,0.5370440394833004,0.5015901581596329,0.3852256153406263,20,55
original,20,0.2764329671326365,,,,20,55
half,10,0.23132330441634816,0.14848910959711273,0.1478173891506565,0.11896237549589252,20,56
sqrt,4,0.1688650524479271,0.4943431423631344,0.56787642591352,0.37437973111048833,20,56
log,2,0.23380341262836088,0.2722828323430739,0.3380855997275681,0.19525133928223526,20,56
ten_percent,2,0.23380341262836088,0.2722828323430739,0.3380855997275681,0.19525133928223526,20,56
original,20,0.2376291448024595,,,,20,56
half,10,0.2206213134438862,0.43700642428543074,0.44017492133260044,0.3852256153406263,20,57
sqrt,4,0.2943169858095467,0.24397618029684848,0.19275854701837086,0.1750718561013209,20,57
log,2,0.15038283429118052,0.5859346033018082,0.6154339607066568,0.5224292591605755,20,57
ten_percent,2,0.15038283429118052,0.5859346033018082,0.6154339607066568,0.5224292591605755,20,57
original,20,0.3949403437314608,,,,20,57
half,10,0.1878238124330449,0.6310248120023427,0.6063834902914295,0.44033224413362526,20,58
sqrt,4,0.19201799348657303,0.6536292301274343,0.6199443094809509,0.4485503740267567,20,58
log,2,0.1021154596628024,0.7818923595239805,0.8194900627823806,0.6097041335227954,20,58
ten_percent,2,0.1021154596628024,0.7818923595239805,0.8194900627823806,0.6097041335227954,20,58
original,20,0.32150653670886886,,,,20,58
half,10,0.16874537039012844,0.6460850700453581,0.6620247460702049,0.4933843217400862,20,59
sqrt,4,0.1607434415085265,0.5979692036263639,0.659562813995714,0.45910450047444507,20,59
log,2,0.13523245404988182,0.6852878981156122,0.6948483206774236,0.5134350598086698,20,59
ten_percent,2,0.13523245404988182,0.6852878981156122,0.6948483206774236,0.5134350598086698,20,59
original,20,0.3271011132891867,,,,20,59
half,10,0.19568821107310502,0.3026813674446775,0.19021106671471413,0.23996522119023464,20,60
sqrt,4,0.20047033181973345,0.22414443104485088,0.17882678511469313,0.19525133928223526,20,60
log,2,0.21919363844951473,0.22339226852456615,0.09613377955988185,0.22691371862530044,20,60
ten_percent,2,0.21919363844951473,0.22339226852456615,0.09613377955988185,0.22691371862530044,20,60
original,20,0.27947734145274755,,,,20,60
half,10,0.3462874146334072,0.049811675413689874,0.021899042556430527,-0.010696563746013953,20,61
sqrt,4,0.2743267265036303,0.1596387352559626,0.2602435030293744,0.11140936297356784,20,61
log,2,0.3139616419355572,0.15037593984962402,0.31882516129950045,0.10526315789473685,20,61
ten_percent,2,0.3139616419355572,0.15037593984962402,0.31882516129950045,0.10526315789473685,20,61
original,20,0.34892200590914946,0.3381787390082559,0.3780314893703405,0.2829406327519076,20,61
half,10,0.21257059215246948,0.3689763220538758,0.34094669544220846,0.23873434922907394,20,62
sqrt,4,0.14650611847151662,0.6814592433779695,0.6665074704681726,0.5224292591605755,20,62
log,2,0.27012979316948477,0.4322294058345402,0.52017352413865,0.28117601131424264,20,62
ten_percent,2,0.27012979316948477,0.4322294058345402,0.52017352413865,0.28117601131424264,20,62
original,20,0.28849899560555153,,,,20,62
half,10,0.25029668777098696,0.26970470926822515,0.3655178943689913,0.16222142113076254,20,63
sqrt,4,0.3351031958227748,0.3181647460804427,0.30563693764093236,0.19525133928223526,20,63
log,2,0.36380681456399955,0.3008650081138938,0.2923149146922194,0.19525133928223526,20,63
ten_percent,2,0.36380681456399955,0.3008650081138938,0.2923149146922194,0.19525133928223526,20,63
original,20,0.2371786305701812,,,,20,63
half,10,0.13921768227021858,0.7303498071964772,0.763414461136977,0.564645764951329,20,64
sqrt,4,0.16979420851876098,0.54566426248633,0.5793006295749183,0.41716598609454414,20,64
log,2,0.19881443280066463,0.6556390977443608,0.6897134217222666,0.4842105263157895,20,64
ten_percent,2,0.19881443280066463,0.6556390977443608,0.6897134217222666,0.4842105263157895,20,64
original,20,0.3002754270864291,,,,20,64
half,10,0.28032206802783655,0.34638593498935283,0.36649419518818294,0.302396842356827,20,65
sqrt,4,0.2623532384853423,0.31879699248120297,0.39061359539224483,0.2736842105263158,20,65
log,2,0.23068978641870724,0.4360902255639097,0.46302546816936296,0.35789473684210527,20,65
ten_percent,2,0.23068978641870724,0.4360902255639097,0.46302546816936296,0.35789473684210527,20,65
original,20,0.29653353181984593,,,,20,65
half,10,0.2295254562644157,0.5409246135323391,0.5143627967446448,0.41096093353126506,20,66
sqrt,4,0.20838164142120394,0.464836437535966,0.46379230205697386,0.33245498310218435,20,66
log,2,0.19088625087928357,0.5871739919977383,0.5468516888036937,0.44925567733258603,20,66
