,dims,mae,spearmanr,pearsonr,kendalltau,iteration
sqrt,10,0.11636391561131687,0.683705000099734,0.6926690381056059,0.5253386949932884,8
ten_percent,10,0.11636391561131687,0.683705000099734,0.6926690381056059,0.5253386949932884,8
log,4,0.10250053229586177,0.7192120770286068,0.7504730233306501,0.5667458663678394,8
original,100,0.316592778267516,0.24253562503633297,0.3143321795377028,0.19999999999999998,9
half,48,0.1825650512540124,0.5840576230492196,0.6008980009900603,0.46122448979591835,9
sqrt,10,0.23543019934663115,0.5178995895751982,0.5343857856772523,0.38709680646451994,9
ten_percent,10,0.23543019934663115,0.5178995895751982,0.5343857856772523,0.38709680646451994,9
log,4,0.17494000573926866,0.5072784635378668,0.46810196516176494,0.420495334731091,9
original,100,0.27366374991954356,,,,10
half,48,0.1429057823419658,0.5436119272995217,0.5082826929822303,0.4345348610243068,10
sqrt,10,0.12734417952753455,0.6445833076321204,0.5853754620030689,0.49262708805728206,10
ten_percent,10,0.12734417952753455,0.6445833076321204,0.5853754620030689,0.49262708805728206,10
log,4,0.21384173042907773,0.4084993997599039,0.4063638232544514,0.29306122448979594,10
original,100,0.29255558794082487,0.3254078560983103,0.4339748844315842,0.26979198102121876,11
half,48,0.15457503311026058,0.48037478519889487,0.5040849333885301,0.3811507420077141,11
sqrt,10,0.15553849806659367,0.4803822718215235,0.5009633974620528,0.3857787942142487,11
ten_percent,10,0.15553849806659367,0.4803822718215235,0.5009633974620528,0.3857787942142487,11
log,4,0.1509716206683886,0.5089993389782811,0.5403456839558604,0.40247170220324824,11
original,100,0.3229135534992084,,,,12
half,48,0.15084671107758776,0.679104839131077,0.6868733899061125,0.5263592022753733,12
sqrt,10,0.19202118878185043,0.5910291531847934,0.6043724996436772,0.4544343423371235,12
ten_percent,10,0.19202118878185043,0.5910291531847934,0.6043724996436772,0.4544343423371235,12
log,4,0.14302402130742467,0.6566899628846578,0.6907849776189591,0.5073813103285485,12
original,100,0.28590846624606964,0.24253562503633297,0.3400719849752713,0.19999999999999998,13
half,48,0.20844045697145913,0.4395620247908032,0.41507603492303086,0.34491239652206135,13
sqrt,10,0.11964559649170303,0.6847437357238253,0.6887757318264172,0.5541245614768424,13
ten_percent,10,0.11964559649170303,0.6847437357238253,0.6887757318264172,0.5541245614768424,13
log,4,0.2477802528624637,0.46310835807725653,0.47189569955720545,0.34463049014351776,13
original,100,0.2702644494363262,,,,14
half,48,0.1387858457962943,0.5189957380442316,0.538008920786555,0.3909725107117269,14
sqrt,10,0.09602167753935814,0.6322241813104794,0.6736262250966895,0.5010362007020029,14
ten_percent,10,0.09602167753935814,0.6322241813104794,0.6736262250966895,0.5010362007020029,14
log,4,0.2920223282979293,0.363265306122449,0.37260853885949025,0.2473469387755102,14
original,100,0.29241556053356177,0.24253562503633297,0.3316903736409562,0.19999999999999998,15
half,48,0.1343528824270271,0.7692861775609342,0.7629652359360548,0.6353614249565328,15
sqrt,10,0.10825660983141461,0.8009796155877892,0.7878237992985561,0.6712944618435346,15
ten_percent,10,0.10825660983141461,0.8009796155877892,0.7878237992985561,0.6712944618435346,15
log,4,0.11753166915768334,0.7705421924798903,0.7714335913754811,0.6293425244596854,15
original,100,0.3265790182588449,-0.05444677296734005,-0.002736676981977832,-0.044897959183673466,16
half,48,0.19912007433809437,0.503625800719016,0.5078302417083567,0.3612589555989363,16
sqrt,10,0.17996909287646956,0.5224511381731834,0.531039116814104,0.3694322351373738,16
ten_percent,10,0.17996909287646956,0.5224511381731834,0.531039116814104,0.3694322351373738,16
log,4,0.18393572980734899,0.5210104235720991,0.5169625303661134,0.3857787942142487,16
original,100,0.3416952751443953,0.24253562503633297,0.27066045009683704,0.19999999999999998,17
half,48,0.15344223542724986,0.642641056422569,0.6198016128534766,0.5004081632653061,17
sqrt,10,0.16741878780369018,0.6520684772222176,0.6536650423208125,0.5014291965595259,17
ten_percent,10,0.16741878780369018,0.6520684772222176,0.6536650423208125,0.5014291965595259,17
log,4,0.28778897891421323,0.4699639855942377,0.4527608342835109,0.3420408163265306,17
original,100,0.29722949984284514,,,,18
half,48,0.21128432174444034,0.48510168325346803,0.47722269750579,0.34463049014351776,18
sqrt,10,0.20188300028008663,0.4985352757951849,0.5171940652043667,0.36452826741431127,18
ten_percent,10,0.20188300028008663,0.4985352757951849,0.5171940652043667,0.36452826741431127,18
log,4,0.3016359740148467,0.39294117647058824,0.37808852663677184,0.27836734693877546,18
original,100,0.28393591885404135,,,,19
half,48,0.18602089179286968,0.4614461257961181,0.4988429691377825,0.3483635814048999,19
sqrt,10,0.16862339045693225,0.4495316396745734,0.5016691936207447,0.3221338529226486,19
ten_percent,10,0.16862339045693225,0.4495316396745734,0.5016691936207447,0.3221338529226486,19
log,4,0.2702042140389265,0.2556307940523812,0.2717295709424361,0.19452405301481185,19
original,100,0.3045130357587935,0.24253562503633297,0.3819108924957059,0.19999999999999998,20
half,48,0.1442577842317623,0.6973583294276158,0.6977625552121357,0.5261881650444995,20
sqrt,10,0.1699736754424702,0.6517323346976904,0.6520921050395336,0.485095997974525,20
ten_percent,10,0.1699736754424702,0.6517323346976904,0.6520921050395336,0.485095997974525,20
log,4,0.21789680658913263,0.5760864345738295,0.5715922231247119,0.4253061224489796,20
original,100,0.29496525947492214,,,,21
half,48,0.2551447615533422,0.4817269387825354,0.49741885008673675,0.34491239652206135,21
sqrt,10,0.16531319168852796,0.5830451657085081,0.5836494477533573,0.4361715271675245,21
ten_percent,10,0.16531319168852796,0.5830451657085081,0.5836494477533573,0.4361715271675245,21
log,4,0.28097093621395525,0.47261638948531304,0.5065720367248197,0.33319725113401716,21
original,100,0.32704777414651226,,,,22
half,48,0.17069883871919556,0.5455462184873949,0.5772922170939977,0.4187755102040816,22
sqrt,10,0.10976677072430405,0.6369340231780907,0.6367114194794257,0.517463617118462,22
ten_percent,10,0.10976677072430405,0.6369340231780907,0.6367114194794257,0.517463617118462,22
log,4,0.13086780543859525,0.5332372872308968,0.5566033146462961,0.4198048657353472,22
original,100,0.316586109599868,-0.19303855870238745,-0.19455208732227944,-0.15918367346938775,23
half,48,0.16547894910014777,0.7125741316371226,0.7279014266864492,0.5438955128805281,23
sqrt,10,0.13041711987430377,0.7566179110008395,0.7772392699212339,0.5696769154738952,23
ten_percent,10,0.13041711987430377,0.7566179110008395,0.7772392699212339,0.5696769154738952,23
log,4,0.2276322679356264,0.6312276407015281,0.642576993204141,0.45406292066302345,23
original,100,0.3350316377331744,,,,24
half,48,0.21539147807960218,0.37309705786078334,0.3720550704795444,0.2501023538761866,24
sqrt,10,0.17170486315722513,0.5410843803472063,0.49453715518641694,0.3890481060296237,24
ten_percent,10,0.17170486315722513,0.5410843803472063,0.49453715518641694,0.3890481060296237,24
log,4,0.15798960647349594,0.5882777522512719,0.5925382591878565,0.45492185336404584,24
original,100,0.2643938200351546,0.24253562503633297,0.37407201557886466,0.19999999999999998,25
half,48,0.15082447939872667,0.5527335848918148,0.5611543035838777,0.44354024324439606,25
sqrt,10,0.1678916891296884,0.5914667820860192,0.5912187420205324,0.4622295199555238,25
ten_percent,10,0.1678916891296884,0.5914667820860192,0.5912187420205324,0.4622295199555238,25
log,4,0.16052922285147983,0.5821508321205496,0.5738024955231369,0.45406292066302345,25
original,100,0.27966250052509173,0.24253562503633297,0.2897850492004249,0.19999999999999998,26
half,48,0.25527275760854734,0.32017480818095534,0.33674866768171086,0.24192907433774918,26
sqrt,10,0.18287767826231519,0.4730975100908139,0.48373524043753263,0.3376001017981948,26
ten_percent,10,0.18287767826231519,0.4730975100908139,0.48373524043753263,0.3376001017981948,26
log,4,0.267182595064024,0.39256644828718085,0.43970315201255944,0.2809310156620145,26
original,100,0.3030717535699559,0.3395498750508661,0.3576645626517109,0.28139593719417444,27
half,48,0.18418080326930134,0.6267947178871548,0.6463761033817934,0.4579591836734694,27
sqrt,10,0.16270347637435698,0.6463525938664284,0.6645403242652238,0.4789541809524359,27
ten_percent,10,0.16270347637435698,0.6463525938664284,0.6645403242652238,0.4789541809524359,27
log,4,0.17455202710771953,0.5909865784795517,0.6220794344299159,0.41976320363452163,27
original,100,0.2751834673790656,,,,28
half,48,0.22435749870959548,0.4240692298180463,0.4862713960208082,0.3254125689829301,28
sqrt,10,0.1774297208593557,0.46718747750050704,0.525581242594209,0.35976041952045457,28
ten_percent,10,0.1774297208593557,0.46718747750050704,0.525581242594209,0.35976041952045457,28
log,4,0.1804686313374816,0.4386740837734882,0.5029403450900151,0.3729539518570105,28
original,100,0.2816774136586167,,,,29
half,48,0.21310109062361385,0.6079711884753901,0.5939849857611317,0.4448979591836735,29
sqrt,10,0.1498544462745473,0.6952387814436457,0.6706965207009129,0.524295674578527,29
ten_percent,10,0.1498544462745473,0.6952387814436457,0.6706965207009129,0.524295674578527,29
log,4,0.13227541102963225,0.7074359530479203,0.6782823322454962,0.5422621930220279,29
original,100,0.30378602215683015,0.24253562503633297,0.28357764104010497,0.19999999999999998,30
half,48,0.20124225805576818,0.5292196878751501,0.5548550427026387,0.4122448979591837,30
sqrt,10,0.2100082191430534,0.540970236541307,0.5685380508361825,0.4198048657353472,30
ten_percent,10,0.2100082191430534,0.540970236541307,0.5685380508361825,0.4198048657353472,30
log,4,0.2203783935347398,0.43629640502834555,0.46059861010521913,0.3285658374451864,30
original,100,0.3063574402059884,,,,32
half,48,0.1580969278600628,0.6697882180440655,0.6694426835962834,0.4936660841216233,32
sqrt,10,0.12655412788402676,0.7072046313445979,0.7136760868639468,0.5376448280470236,32
ten_percent,10,0.12655412788402676,0.7072046313445979,0.7136760868639468,0.5376448280470236,32
log,4,0.11529718474641092,0.7193488003213635,0.7333366017681437,0.5525136967983731,32
original,100,0.35275844225068675,0.24253562503633297,0.25162189400882984,0.19999999999999998,33
half,48,0.17177500081597774,0.6417423071429589,0.6865006951753139,0.46424227778324845,33
sqrt,10,0.13057399168732034,0.7056139877910271,0.7326276668536579,0.5508790408906856,33
ten_percent,10,0.13057399168732034,0.7056139877910271,0.7326276668536579,0.5508790408906856,33
log,4,0.11275284053710609,0.7340380381092023,0.7419901398276765,0.5860704957753022,33
original,100,0.25966218615687225,,,,34
half,48,0.25263771381985506,0.40548392530115657,0.4519125583801747,0.29563089438851525,34
sqrt,10,0.17983077807773568,0.4653698501153088,0.5006217498325802,0.36252155072272674,34
ten_percent,10,0.17983077807773568,0.4653698501153088,0.5006217498325802,0.36252155072272674,34
log,4,0.15692935803896219,0.527061424896653,0.5412393649697687,0.4004906973834362,34
original,100,0.2574380276985343,,,,35
half,48,0.11918131969938711,0.6063007279562865,0.6223097673914774,0.4969353959369983,35
sqrt,10,0.13279800867147717,0.5781888728741573,0.5637305839296997,0.47623350775587503,35
ten_percent,10,0.13279800867147717,0.5781888728741573,0.5637305839296997,0.47623350775587503,35
log,4,0.24976728169725768,0.4265546218487395,0.4363374261706159,0.32244897959183677,35
original,100,0.3116017449885009,0.24253562503633297,0.34147988582394073,0.19999999999999998,36
half,48,0.24061925118165345,0.539015606242497,0.5820956502890646,0.3926530612244898,36
sqrt,10,0.14676373672782292,0.6457763080259947,0.6639110386514181,0.49203142821393586,36
ten_percent,10,0.14676373672782292,0.6457763080259947,0.6639110386514181,0.49203142821393586,36
log,4,0.252819312359828,0.5345626547196204,0.5772550475899968,0.3821968468890197,36
original,100,0.2213913377494602,0.3395498750508661,0.48821497851771534,0.28139593719417444,37
half,48,0.24402735260409167,0.5556836216381933,0.5422256114185715,0.3923174178449987,37
sqrt,10,0.20728262284670243,0.5565559798958319,0.550994753821965,0.39853004547402054,37
ten_percent,10,0.20728262284670243,0.5565559798958319,0.550994753821965,0.39853004547402054,37
log,4,0.28180842428260117,0.528320007835543,0.5242464170610215,0.3756635674550194,37
original,100,0.34233309302323844,,,,38
half,48,0.1596692148007737,0.6585506441556085,0.649742888526252,0.4887621163985609,38
sqrt,10,0.15833090383570098,0.6861149129207633,0.6578762963808561,0.5161290752860266,38
ten_percent,10,0.15833090383570098,0.6861149129207633,0.6578762963808561,0.5161290752860266,38
log,4,0.14030907644833437,0.6392450685010795,0.6304658772584736,0.5149166109215608,38
original,100,0.31133540591170383,,,,39
half,48,0.2162644087685331,0.4903359025639638,0.49673451094800125,0.37403024759651926,39
sqrt,10,0.20858083227557583,0.5064111822811121,0.47574533039023564,0.3923174178449987,39
ten_percent,10,0.20858083227557583,0.5064111822811121,0.47574533039023564,0.3923174178449987,39
log,4,0.18182164421238822,0.5813283415374929,0.5978764365307848,0.439722439167936,39
original,100,0.26809660230643384,,,,40
half,48,0.17715734926694127,0.5586455492508161,0.5585865810567539,0.4230781980217827,40
sqrt,10,0.1569156117543761,0.6085098236779489,0.6085884417465212,0.4626076218755609,40
ten_percent,10,0.1569156117543761,0.6085098236779489,0.6085884417465212,0.4626076218755609,40
log,4,0.11895945005331024,0.662453676562801,0.6243206882523012,0.5256773253266915,40
original,100,0.2798553413061998,0.24253562503633297,0.3552864792754555,0.19999999999999998,41
half,48,0.18861579240657503,0.6177339193597914,0.6299106853018995,0.44752964122902306,41
sqrt,10,0.1389696543798662,0.7007685120427657,0.6772621604193984,0.5392814941902414,41
ten_percent,10,0.1389696543798662,0.7007685120427657,0.6772621604193984,0.5392814941902414,41
log,4,0.13367388458008383,0.6925295058147883,0.6742432034919684,0.5336110388107997,41
original,100,0.32287676322053727,,,,42
half,48,0.1807366191595454,0.5236494597839135,0.5325017623044633,0.3910204081632653,42
sqrt,10,0.14416837272477656,0.5892098251356219,0.6067023820320421,0.4491629610875231,42
ten_percent,10,0.14416837272477656,0.5892098251356219,0.6067023820320421,0.4491629610875231,42
log,4,0.250875613945166,0.42382770306821504,0.43969964706770814,0.29236425467151506,42
original,100,0.3068893767980021,-0.014849119900183652,-0.0071245938571654335,-0.012244897959183673,43
half,48,0.1835399793251896,0.4225264290911727,0.41934609397190464,0.34288155700411405,43
sqrt,10,0.19611919253853038,0.4461575536919294,0.426028124315304,0.34615488929054944,43
ten_percent,10,0.19611919253853038,0.4461575536919294,0.426028124315304,0.34615488929054944,43
log,4,0.18731891506203277,0.4813160561467138,0.4776084764164946,0.3903448751574281,43
original,100,0.37120966296791996,,,,45
half,48,0.19583469910812795,0.3914139596316588,0.40331831740422813,0.2972642142470153,45
sqrt,10,0.16964289008986577,0.5090044685630638,0.5110148694340779,0.37433620286043623,45
ten_percent,10,0.16964289008986577,0.5090044685630638,0.5110148694340779,0.37433620286043623,45
log,4,0.2429143234277799,0.37114936743873034,0.4195620652398936,0.24499797877501264,45
original,100,0.28900915936711363,0.1301065743635139,-0.021493071222738334,0.10733659459983974,46
half,48,0.17016885198836995,0.4327168407127158,0.45565607462507896,0.3336093591336336,46
sqrt,10,0.21408318152931052,0.40072028811524607,0.430562615382803,0.30448979591836733,46
ten_percent,10,0.21408318152931052,0.40072028811524607,0.430562615382803,0.30448979591836733,46
log,4,0.2982761274360481,0.30842737094837935,0.3679067539694585,0.21306122448979592,46
original,100,0.29960387310143,0.24253562503633297,0.3019153478495871,0.19999999999999998,47
half,48,0.15358314341671306,0.6402981959406702,0.626436355795839,0.5092499089102325,47
sqrt,10,0.14084206291833917,0.6855703494028117,0.6744240704822166,0.537176516818213,47
ten_percent,10,0.14084206291833917,0.6855703494028117,0.6744240704822166,0.537176516818213,47
log,4,0.23454289040256085,0.4821111293428245,0.5002818385364644,0.3498163642451238,47
original,100,0.27707408274065126,,,,48
half,48,0.1673354017072528,0.46901486243680673,0.5199998024352436,0.35116376957751816,48
sqrt,10,0.12288780715209695,0.6065603490930871,0.6387080853173742,0.48789426756883564,48
ten_percent,10,0.12288780715209695,0.6065603490930871,0.6387080853173742,0.48789426756883564,48
log,4,0.26188251425992254,0.36383286351774846,0.38860646814912664,0.2414082561246149,48
original,100,0.3268695451307181,,,,49
half,48,0.18100656048496816,0.539076568620415,0.5630839677225961,0.38709680646451994,49
sqrt,10,0.13895759923335882,0.6408360095777635,0.645421935350282,0.47787286578601573,49
ten_percent,10,0.13895759923335882,0.6408360095777635,0.645421935350282,0.47787286578601573,49
log,4,0.16946721495680273,0.49709456119410067,0.5045747239625693,0.3825094823988737,49
original,100,0.2967892712727661,,,,50
half,48,0.23884662691876873,0.5558223289315726,0.5556773468502338,0.4187755102040816,50
sqrt,10,0.15334862779549796,0.5339899727458461,0.5398980017649421,0.4090198285201061,50
ten_percent,10,0.15334862779549796,0.5339899727458461,0.5398980017649421,0.4090198285201061,50
log,4,0.2748205642048357,0.4705515139775028,0.41109048184017266,0.3593303688700185,50
original,100,0.29351983540343535,0.4109550380205071,0.3073076591175237,0.3333333333333333,52
half,48,0.1790147678284517,0.5960287163474604,0.6228068906166019,0.45896288023852366,52
sqrt,10,0.14026713960835996,0.6421282625683403,0.6701539546065897,0.5095957958520263,52
ten_percent,10,0.14026713960835996,0.6421282625683403,0.6701539546065897,0.5095957958520263,52
log,4,0.13280809791734563,0.6719973137657281,0.6807103198670463,0.5492443849829981,52
original,100,0.252677316862668,0.3395498750508661,0.4685744662075835,0.28139593719417444,53
half,48,0.20233673859271484,0.45664189752130163,0.5056503048455152,0.3565603715556035,53
sqrt,10,0.21575232768010988,0.42734606006938675,0.5140213071507548,0.3088354286294313,53
ten_percent,10,0.21575232768010988,0.42734606006938675,0.5140213071507548,0.3088354286294313,53
log,4,0.28918749506341235,0.2498619170378702,0.30546855068268736,0.17084513073117477,53
original,100,0.3001306980157737,,,,54
half,48,0.2199952049471288,0.44345738295318127,0.482553007588863,0.3420408163265306,54
sqrt,10,0.23579978383945494,0.43932773109243695,0.46220941878285937,0.3355102040816326,54
ten_percent,10,0.23579978383945494,0.43932773109243695,0.46220941878285937,0.3355102040816326,54
log,4,0.24424357964419371,0.42434573829531813,0.45109295083171197,0.3142857142857143,54
original,100,0.3236295628092388,0.24253562503633297,0.44276915042855136,0.19999999999999998,55
half,48,0.17399955819836066,0.6394871427327692,0.6199583275819109,0.46712947953102407,55
sqrt,10,0.17631475420056344,0.6058728902800441,0.6012393407902503,0.4377297220780226,55
ten_percent,10,0.17631475420056344,0.6058728902800441,0.6012393407902503,0.4377297220780226,55
log,4,0.1363291416425553,0.6608557875173432,0.6766560368861295,0.4887621163985609,55
original,100,0.29200398919153403,0.3260344397579669,0.1335570756131013,0.26666666666666666,56
half,48,0.15890532311354433,0.5089337322553218,0.5415922601275456,0.37888821215490404,56
sqrt,10,0.13707413808940316,0.66450559784009,0.6465205707941574,0.49039677230624834,56
ten_percent,10,0.13707413808940316,0.66450559784009,0.6465205707941574,0.49039677230624834,56
log,4,0.19735826194520084,0.526399193409673,0.5300348045041413,0.37403024759651926,56
original,100,0.276170381688616,,,,57
half,48,0.15618014745858494,0.5064585834333732,0.5436705200210276,0.4057142857142857,57
sqrt,10,0.15422345480879604,0.5364740936237368,0.5508010230150123,0.42991450372181106,57
ten_percent,10,0.15422345480879604,0.5364740936237368,0.5508010230150123,0.42991450372181106,57
log,4,0.16630370979714204,0.4973827041143175,0.5408040653892058,0.3890481060296237,57
original,100,0.29129981211929185,,,,58
half,48,0.28561861711664305,0.30144093088282364,0.29135273686478125,0.2119482655466958,58
sqrt,10,0.2043629706311632,0.48279670594242396,0.506630500843299,0.3478971298605179,58
ten_percent,10,0.2043629706311632,0.48279670594242396,0.506630500843299,0.3478971298605179,58
log,4,0.1966306359815181,0.493444750871354,0.5158572459776797,0.35635498787587383,58
original,100,0.32427272080112773,,,,59
half,48,0.10622920128921251,0.7243432776051223,0.7430350508778912,0.5737642235983106,59
sqrt,10,0.1790773818303241,0.4767461405009335,0.4875990409022245,0.3544304092945183,59
ten_percent,10,0.1790773818303241,0.4767461405009335,0.4875990409022245,0.3544304092945183,59
log,4,0.13150093048145778,0.6169548688957727,0.632458497544291,0.47054151617509676,59
original,100,0.2724594654043167,,,,60
half,48,0.2545561430026671,0.31383566393618473,0.37085746612962645,0.21904389163012428,60
sqrt,10,0.28916297705262856,0.175792512273922,0.258248439466415,0.11702162924006755,60
ten_percent,10,0.28916297705262856,0.175792512273922,0.258248439466415,0.11702162924006755,60
log,4,0.28267425611238617,0.19323393124252178,0.30312250913463057,0.13229890853850684,60
original,100,0.2332452766420943,,,,61
half,48,0.28203983503488805,0.19827606911043055,0.1505311499736904,0.14046550783100725,61
sqrt,10,0.21092711432143818,0.30456292905162285,0.26871374313765295,0.22013159626278442,61
ten_percent,10,0.21092711432143818,0.30456292905162285,0.26871374313765295,0.22013159626278442,61
log,4,0.21450755586622297,0.3747028741265899,0.3042008073664322,0.27439773622801417,61
original,100,0.31717953009767874,,,,62
half,48,0.24516064547196886,0.49887154861944777,0.5466747204875564,0.3746938775510204,62
sqrt,10,0.14837636738910528,0.5870489089065181,0.6197202785741551,0.4622295199555238,62
ten_percent,10,0.14837636738910528,0.5870489089065181,0.6197202785741551,0.4622295199555238,62
log,4,0.26441282860492793,0.5012725090036014,0.5507446350135476,0.3812244897959184,62
original,100,0.27564952143480503,0.3395498750508661,0.5041698579209335,0.28139593719417444,63
half,48,0.18770227727358776,0.6099546209350178,0.6072170597581552,0.44262968165352284,63
sqrt,10,0.16848653143556042,0.6170948379351741,0.6080246967641063,0.45142857142857146,63
ten_percent,10,0.16848653143556042,0.6170948379351741,0.6080246967641063,0.45142857142857146,63
log,4,0.16447209106936037,0.6284904801446634,0.6385822871507656,0.46386283981402393,63
original,100,0.3372541631693562,0.24253562503633297,0.3715390646563056,0.19999999999999998,64
half,48,0.21368753574358584,0.30638809721184385,0.3732300332921121,0.22831492697887307,64
sqrt,10,0.23685896053445454,0.2208503737933113,0.3071501134678937,0.14180446960717105,64
ten_percent,10,0.23685896053445454,0.2208503737933113,0.3071501134678937,0.14180446960717105,64
log,4,0.20543333327267924,0.2851309481103551,0.3761257124395655,0.19754264263195506,64
original,100,0.3026708915242768,0.24253562503633297,0.3372997782909822,0.19999999999999998,65
half,48,0.23508107046635804,0.30420898469716096,0.34375077945149896,0.2188648610390113,65
sqrt,10,0.24044723080604238,0.2717406962785114,0.31593528942239396,0.19346938775510203,65
ten_percent,10,0.24044723080604238,0.2717406962785114,0.31593528942239396,0.19346938775510203,65
log,4,0.20984129458548442,0.30307832824808906,0.3302153861039605,0.22885182707624924,65
original,100,0.27516327900401266,,,,66
half,48,0.2034472534202505,0.3238246185037022,0.39267347884100373,0.2582756334146241,66
sqrt,10,0.146609823761432,0.4885419732660828,0.5130472188328788,0.3696752357967292,66
ten_percent,10,0.146609823761432,0.4885419732660828,0.5130472188328788,0.3696752357967292,66
log,4,0.2553525665476915,0.15132305693388187,0.19263284620447846,0.11279125763043713,66
original,100,0.28102995220878807,0.24253562503633297,0.3263281295979673,0.19999999999999998,67
half,48,0.17779824523021115,0.675022209611364,0.6536137463087559,0.49816255684252564,67
sqrt,10,0.12093389894572415,0.7812995281679862,0.7409693674504573,0.6129959653828104,67
ten_percent,10,0.12093389894572415,0.7812995281679862,0.7409693674504573,0.6129959653828104,67
log,4,0.16122828065053163,0.7070547023921113,0.6779659372105288,0.5230898904599982,67
original,100,0.31364656848197986,,,,68
half,48,0.21272774355821947,0.5707082833133252,0.5675064203854663,0.4122448979591837,68
sqrt,10,0.14640935646019257,0.682689075630252,0.6691284552426807,0.52,68
ten_percent,10,0.14640935646019257,0.682689075630252,0.6691284552426807,0.52,68
log,4,0.25260852930226785,0.49536397741632204,0.5026524370230677,0.3581997295857442,68
original,100,0.3206337222379914,,,,69
half,48,0.13356861536653059,0.6081778675910882,0.6395463124396884,0.48346267811602495,69
sqrt,10,0.1772546685385328,0.5581272509003601,0.5987231147456622,0.4138775510204082,69
ten_percent,10,0.1772546685385328,0.5581272509003601,0.5987231147456622,0.4138775510204082,69
log,4,0.13940973519932143,0.5814785470714952,0.6293187919534124,0.4556962405215235,69
original,100,0.2791155577305679,,,,70
half,48,0.164930024958563,0.5997118847539016,0.5622419470753188,0.4416326530612245,70
sqrt,10,0.10767107620984541,0.8041070902783496,0.7482028829813868,0.6192079915908353,70
ten_percent,10,0.10767107620984541,0.8041070902783496,0.7482028829813868,0.6192079915908353,70
log,4,0.18279714231380084,0.6021706794331783,0.5800185925868334,0.42664519190643607,70
original,100,0.3065962535490055,,,,71
half,48,0.2008079324356061,0.5629907082224964,0.46881057333708714,0.4279298029270221,71
sqrt,10,0.14366658490348536,0.6010566936054262,0.6455055276763074,0.44926485631326635,71
ten_percent,10,0.14366658490348536,0.6010566936054262,0.6455055276763074,0.44926485631326635,71
log,4,0.0969705192576456,0.7521809701018862,0.7936613540012253,0.6258845654670923,71
original,100,0.294521207393898,0.24253562503633297,0.39739942097883074,0.19999999999999998,72
half,48,0.21575953605935053,0.4732292917166866,0.4990860671311931,0.3371428571428572,72
sqrt,10,0.24340805350527467,0.4918607442977191,0.44109772187049134,0.33877551020408164,72
ten_percent,10,0.24340805350527467,0.4918607442977191,0.44109772187049134,0.33877551020408164,72
log,4,0.14724100925071196,0.5966858961691074,0.6027821179773157,0.46399485160222587,72
original,100,0.405137608593469,0.25091237206418127,0.1651019542603141,0.20476190476190478,73
half,48,0.1899018403743851,0.5101825315228414,0.5445158305375718,0.32815156171515447,73
