dims,mae_mean,mae_std,spearmanr_mean,spearmanr_std,pearsonr_mean,pearsonr_std,kendalltau_mean,kendalltau_std
4,0.27350798656018405,0.029643213013381447,0.17878082664141845,0.1595247196783695,0.15123350460908974,0.1672658321626009,0.12910192933028897,0.1164479170693323
10,0.29930426977819136,0.02610630636166205,0.1391694088724238,0.14006701914687766,0.10888264952939887,0.14050480478976723,0.11016097976135564,0.11053214594194043
48,0.3011741453048385,0.026022019943891923,-0.004196169205624036,0.14016325661436665,-0.008043266236885104,0.1392717530102427,-0.0034326575241334927,0.11556602279062095
100,0.3007865295031555,0.025941180970559422,,,,,,
