,dims,mae,spearmanr,pearsonr,kendalltau,iteration
half,50,0.12672367929772635,0.6859336336751388,0.6669882449613064,0.5403020128948074,7
sqrt,10,0.1840443523719447,0.5872137679842984,0.5952320077292056,0.44720624465365144,7
ten_percent,10,0.1840443523719447,0.5872137679842984,0.5952320077292056,0.44720624465365144,7
log,4,0.1593176243253855,0.6473046723841688,0.6292207197480034,0.5085362183742037,7
original,100,0.31540058558757506,0.24246212330352424,0.2902163764975086,0.1974689872434022,8
half,50,0.16674549693974705,0.6242499160355469,0.6442459456206284,0.4779226247654251,8
sqrt,10,0.21254653577413077,0.5643392060317125,0.5907548302625051,0.4124482355798023,8
ten_percent,10,0.21254653577413077,0.5643392060317125,0.5907548302625051,0.4124482355798023,8
log,4,0.3131343206278212,0.46670267026702666,0.4924396655088124,0.3216161616161617,8
original,100,0.2987443534210681,-0.008704318024567061,-0.00388528362505928,-0.007142492739258057,9
half,50,0.2149143834471894,0.534965496549655,0.5695566022913244,0.39191919191919194,9
sqrt,10,0.1507353052194781,0.689081580915646,0.7001457400077331,0.5255711498042742,9
ten_percent,10,0.1507353052194781,0.689081580915646,0.7001457400077331,0.5255711498042742,9
log,4,0.21028191958698098,0.5178580001333049,0.5576459478804768,0.36596950251593435,9
original,100,0.2524665166328705,0.19930915091939097,0.2028027432135475,0.16553618155022004,10
half,50,0.215481529338693,0.4813259085364154,0.5064349332730241,0.37647773781733057,10
sqrt,10,0.16735112226221532,0.5370218130773913,0.5514526226732828,0.43420262683830047,10
ten_percent,10,0.16735112226221532,0.5370218130773913,0.5514526226732828,0.43420262683830047,10
log,4,0.1634361485853938,0.559908788394483,0.5757343848165817,0.4467354773336331,10
original,100,0.2851361458155777,0.10967440710954497,0.09683794151769584,0.0899954085146515,11
half,50,0.16142842637346855,0.5301068483110384,0.527958083917861,0.4240740089798257,11
sqrt,10,0.19432829759408843,0.47154066843693054,0.47792137589418343,0.3538699066619428,11
ten_percent,10,0.19432829759408843,0.47154066843693054,0.47792137589418343,0.3538699066619428,11
log,4,0.17865958523124115,0.482690750014741,0.48644139254427443,0.37234694536133583,11
original,100,0.31627953466798164,0.08665286833895551,0.0013976169319900851,0.07154129445169391,12
half,50,0.11957062071038962,0.6566021411530925,0.6401058053689117,0.5189850059213074,12
sqrt,10,0.13826810059698302,0.6161763195428748,0.6268137003794254,0.47607540901975504,12
ten_percent,10,0.13826810059698302,0.6161763195428748,0.6268137003794254,0.47607540901975504,12
log,4,0.12168687829140268,0.6707125712649598,0.6638428062739917,0.5089247194973744,12
original,100,0.330755943937873,0.1119577098675683,-0.05957510698071322,0.09146691068490438,13
half,50,0.19606937984577258,0.43761701313698326,0.4701948317879261,0.3340406337155381,13
sqrt,10,0.20246037177361398,0.45660503032017785,0.48829044772363644,0.3408425110835446,13
ten_percent,10,0.20246037177361398,0.45660503032017785,0.48829044772363644,0.3408425110835446,13
log,4,0.1517474039097487,0.5402656473641099,0.576315490255851,0.41276896866845375,13
original,100,0.29050251825015033,0.13647107843768622,0.12852490194079164,0.11129080785373746,14
half,50,0.12124308697999431,0.6641740741230208,0.6944916213743957,0.5180968168341515,14
sqrt,10,0.15320175736526503,0.5316250609668329,0.5522547033189513,0.4169870685667597,14
ten_percent,10,0.15320175736526503,0.5316250609668329,0.5522547033189513,0.4169870685667597,14
log,4,0.14834672236176577,0.5844279758998938,0.6183252126968932,0.46331118282746026,14
original,100,0.30523846071425287,0.09063565237889676,0.07987467284988305,0.07392428753214544,15
half,50,0.1802404401915811,0.47595187395782074,0.5242917657905953,0.3614312368654009,15
sqrt,10,0.24910039803358025,0.3844224422442244,0.45231153856781814,0.28767676767676775,15
ten_percent,10,0.24910039803358025,0.3844224422442244,0.45231153856781814,0.28767676767676775,15
log,4,0.1434642911647745,0.5653510215169207,0.5998640320846047,0.4331459886052105,15
original,100,0.3034934850489293,0.15738041140484518,0.13248616816449665,0.12852188008557455,16
half,50,0.18818144148795007,0.5390680790928942,0.5642639749129733,0.3986255028515496,16
sqrt,10,0.1364793350533347,0.6234198044972282,0.6333290443489132,0.477694024945024,16
ten_percent,10,0.1364793350533347,0.6234198044972282,0.6333290443489132,0.477694024945024,16
log,4,0.12645644635232733,0.5921667090369187,0.6107275925667288,0.4597641726876643,16
original,100,0.2796424516076265,0.20643743000250905,0.12642012564777436,0.169232994531324,17
half,50,0.23678534013420513,0.391107110711071,0.39342665715719016,0.2957575757575758,17
sqrt,10,0.1997178448992906,0.4305602227759547,0.47290194118947965,0.33444479661174564,17
ten_percent,10,0.1997178448992906,0.4305602227759547,0.47290194118947965,0.33444479661174564,17
log,4,0.3152830954465251,0.2650292980188887,0.2986732158942652,0.1901202151331449,17
original,100,0.302637324987553,0.10486406422242311,-0.05137404680620403,0.0871285125229995,18
half,50,0.20618046963796854,0.4790722796119601,0.5291859290372499,0.36466552086419646,18
sqrt,10,0.15697235583031938,0.5994359108248892,0.6419340207086859,0.4598586779441376,18
ten_percent,10,0.15697235583031938,0.5994359108248892,0.6419340207086859,0.4598586779441376,18
log,4,0.1924631574330991,0.5075372068668119,0.5581484076585786,0.3878667301217484,18
original,100,0.31091596672030836,0.1147392930538872,-0.0635781375149162,0.0935639287022983,19
half,50,0.18615432188105516,0.452050561209839,0.4710868920843775,0.3388221049716089,19
sqrt,10,0.13826133609418964,0.6393390676592586,0.6067556143453801,0.4927086268886211,19
ten_percent,10,0.13826133609418964,0.6393390676592586,0.6067556143453801,0.4927086268886211,19
log,4,0.156635780204798,0.5262598861782689,0.537105743624569,0.40890284812109,19
original,100,0.3118621054807901,0.11513177464346346,0.023502211894484745,0.09417751699300721,20
half,50,0.202418405665496,0.4762570544787546,0.484452174814903,0.3610465722029011,20
sqrt,10,0.1650899644860241,0.5444529787728276,0.5548475224183007,0.4253814482584438,20
ten_percent,10,0.1650899644860241,0.5444529787728276,0.5548475224183007,0.4253814482584438,20
log,4,0.17407064906888883,0.5200542461130128,0.5393006761234729,0.3995150229011608,20
original,100,0.28558096172119884,0.07871558145401963,-0.05976713128742845,0.06477502756312957,21
half,50,0.1835728366188575,0.5710979419298415,0.5588074328124903,0.4290979162793548,21
sqrt,10,0.18650892169168626,0.598015595609039,0.608178557109543,0.4434791415698757,21
ten_percent,10,0.18650892169168626,0.598015595609039,0.608178557109543,0.4434791415698757,21
log,4,0.22444302074218211,0.6188973165440186,0.6282452264293586,0.4411438012105382,21
original,100,0.3188845571361544,0.2376123859662969,0.27080620610175754,0.19544366429731602,22
half,50,0.12235211504615397,0.7502628500959031,0.750857237517426,0.6011146410531882,22
sqrt,10,0.10764448216295913,0.762424397604981,0.7563971770890404,0.6077820233001082,22
ten_percent,10,0.10764448216295913,0.762424397604981,0.7563971770890404,0.6077820233001082,22
log,4,0.23462582846852922,0.5789448418639774,0.6001750921174849,0.4213398192963684,22
original,100,0.29775166903063277,0.1804454529311615,0.12077334945091739,0.14721652122812917,23
half,50,0.1948383512903893,0.45702970297029694,0.5118731055373085,0.3587878787878788,23
sqrt,10,0.15879492378621785,0.5350319236139714,0.5771665708903602,0.41487321295704765,23
ten_percent,10,0.15879492378621785,0.5350319236139714,0.5771665708903602,0.41487321295704765,23
log,4,0.25537631626708945,0.4056165616561656,0.4661945895992241,0.296969696969697,23
original,100,0.29649658225263203,0.22111785335688455,0.1940160510143749,0.17977355948144577,24
half,50,0.19420133839202924,0.6546133167386121,0.6640767294736206,0.4819642537275005,24
sqrt,10,0.18242991732561056,0.6581897172957321,0.6692112920996421,0.49166416323648165,24
ten_percent,10,0.18242991732561056,0.6581897172957321,0.6692112920996421,0.49166416323648165,24
log,4,0.30580985720448267,0.5379122462103095,0.5563798699614672,0.37203194595904754,24
original,100,0.2741191595261609,0.37569934281869954,0.38872498957645446,0.3065632848031464,25
half,50,0.15992097262691482,0.5949733454177484,0.5799579896369853,0.4540674513528789,25
sqrt,10,0.1289730515709229,0.6840322303787285,0.6473062946731737,0.5371781601986612,25
ten_percent,10,0.1289730515709229,0.6840322303787285,0.6473062946731737,0.5371781601986612,25
log,4,0.1750268634788068,0.5771034416570878,0.5624931770013117,0.43216486734303605,25
original,100,0.32713945204524125,0.2085526275471148,0.1365118017227184,0.1727334068350122,26
half,50,0.18695488661075704,0.37016945900606385,0.3771108062912141,0.29524099567961354,26
sqrt,10,0.1625531585258125,0.4236437837680837,0.4650470121594369,0.3462084681795794,26
ten_percent,10,0.1625531585258125,0.4236437837680837,0.4650470121594369,0.3462084681795794,26
log,4,0.15831935873417005,0.4115274987600503,0.45413517384727214,0.33636553587473556,26
original,100,0.3112385784659,0.24362116367853498,0.1014043490399107,0.19894589252079753,27
half,50,0.14630851861402874,0.6766059590791925,0.6765850943968815,0.5227411513053282,27
sqrt,10,0.11653934224702554,0.6905064822802754,0.6788504718809911,0.5520730830200068,27
ten_percent,10,0.11653934224702554,0.6905064822802754,0.6788504718809911,0.5520730830200068,27
log,4,0.17883584453303644,0.6375954107319138,0.6486977388898,0.4835809053123307,27
original,100,0.28729449262262535,0.0510954469457881,0.16126885398558816,0.04151912039476662,28
half,50,0.21103164119686782,0.46916291629162915,0.49432502403998196,0.32848484848484855,28
sqrt,10,0.13768400528278757,0.5894220153081576,0.5873655620832181,0.44558959306882123,28
ten_percent,10,0.13768400528278757,0.5894220153081576,0.5873655620832181,0.44558959306882123,28
log,4,0.15476397169146014,0.5550931745994819,0.5614462716853947,0.4046873442207112,28
original,100,0.31505495057218863,0.004803884895548186,-0.0811726695670457,0.005122146998354646,29
half,50,0.20100314623195942,0.4084560709771488,0.43908873250819963,0.3186180438522524,29
sqrt,10,0.20223329037353832,0.4342587286510054,0.4678815713158238,0.33397313030296333,29
ten_percent,10,0.20223329037353832,0.4342587286510054,0.4678815713158238,0.33397313030296333,29
log,4,0.21424708378262358,0.43665897587648045,0.47563262732891276,0.32265885607612366,29
original,100,0.31181458326399863,-0.07633026080389783,0.014924349651079282,-0.06271867748176038,30
half,50,0.20658154593016942,0.4500487092061826,0.4955108866922571,0.348508727924998,30
sqrt,10,0.1446563281743842,0.5442990888341086,0.5649411252252057,0.4266938480484302,30
ten_percent,10,0.1446563281743842,0.5442990888341086,0.5649411252252057,0.4266938480484302,30
log,4,0.253452926803074,0.4017761776177617,0.47224590002464883,0.2925252525252526,30
original,100,0.2518841463707022,0.16967028319042063,0.2572472090830742,0.1392331208852966,31
half,50,0.18088969738302907,0.6085913246145747,0.5860894637205238,0.47015158450706807,31
sqrt,10,0.11756579530405264,0.6664046611922426,0.6562229509832612,0.5121124081905798,31
ten_percent,10,0.11756579530405264,0.6664046611922426,0.6562229509832612,0.5121124081905798,31
log,4,0.1567678186558772,0.5803082869494435,0.5640108772613867,0.441654936931412,31
original,100,0.33137672331832974,0.29482690541080053,0.12996030009059753,0.24202364589722083,32
half,50,0.2072545053117999,0.5025422621217321,0.5332943531793937,0.3728563934364753,32
sqrt,10,0.20671487255555285,0.508977005461262,0.5366134533639723,0.3784985522983683,32
ten_percent,10,0.20671487255555285,0.508977005461262,0.5366134533639723,0.3784985522983683,32
log,4,0.25010929604244575,0.4159088386122488,0.4618158283575649,0.30003030762244437,32
original,100,0.2638376336162307,-0.04241757079760516,-0.051818338328769184,-0.03480828022132415,33
half,50,0.21142128577573718,0.49028649951165615,0.5103576869747484,0.37316900887451504,33
sqrt,10,0.14124378030399304,0.551653785263673,0.5708319119601708,0.452056199408142,33
ten_percent,10,0.14124378030399304,0.551653785263673,0.5708319119601708,0.452056199408142,33
log,4,0.20932312068155676,0.48894089408940883,0.5094393788863196,0.37858585858585864,33
original,100,0.3051702732341773,0.17234549688642783,0.24987200707667992,0.1414213562373095,34
half,50,0.19987843250729045,0.5731796312081133,0.568886179094399,0.4293226311156648,34
sqrt,10,0.21606362503839308,0.5863722286536268,0.6213848054553874,0.4370326253372465,34
ten_percent,10,0.21606362503839308,0.5863722286536268,0.6213848054553874,0.4370326253372465,34
log,4,0.11149653521693927,0.6996774377324978,0.7234778261261191,0.5650992849095519,34
original,100,0.28875861516270385,0.17407765595569782,0.2604452738889191,0.14285714285714285,35
half,50,0.10292144288530775,0.7660556759302926,0.7619259177321456,0.5984626989428399,35
sqrt,10,0.1195072747278251,0.6554295400798182,0.6300805290176701,0.5016254008113563,35
ten_percent,10,0.1195072747278251,0.6554295400798182,0.6300805290176701,0.5016254008113563,35
log,4,0.12501029756459034,0.722072872213683,0.7083221227867738,0.553905249252444,35
original,100,0.30159242312108364,-0.10118872560898458,-0.10090926828782792,-0.08332456647903173,36
half,50,0.14444856020460436,0.6182243694462651,0.628241479894448,0.48837688381812566,36
sqrt,10,0.14153047843014563,0.6229836785101117,0.6381951512296238,0.48412562664831366,36
ten_percent,10,0.14153047843014563,0.6229836785101117,0.6381951512296238,0.48412562664831366,36
log,4,0.17658720542160122,0.5648238555910029,0.5761150379556449,0.4266046254272812,36
original,100,0.31781825735893987,0.05008096107422524,-0.06991005472059258,0.04151912039476662,37
half,50,0.17492953045962306,0.6358306582717363,0.6221839291977549,0.46452403932700853,37
sqrt,10,0.17567804445182766,0.6208353347712459,0.6123157780140951,0.4477252035920495,37
ten_percent,10,0.17567804445182766,0.6208353347712459,0.6123157780140951,0.4477252035920495,37
log,4,0.19421498694539838,0.6028035140369788,0.5959775987252046,0.4318480545977646,37
original,100,0.2866625561285175,0.16222494207741142,0.23526279670801664,0.130504680920707,38
half,50,0.16060767215367255,0.5124250118031981,0.5313249220359617,0.40507656724593494,38
sqrt,10,0.1522077542478514,0.517449954432157,0.5374266061474966,0.4172981903342929,38
ten_percent,10,0.1522077542478514,0.517449954432157,0.5374266061474966,0.4172981903342929,38
log,4,0.1510082406935937,0.5115170938016032,0.5388414777094878,0.4042928458200201,38
original,100,0.3133340403732687,0.17320508075688773,0.24255226649507305,0.14213381090374028,39
half,50,0.19389025893524592,0.49561929998025434,0.5011955215433368,0.36400423056264186,39
sqrt,10,0.18812440735231836,0.5368640600923889,0.5444440280471242,0.38502826322337175,39
ten_percent,10,0.18812440735231836,0.5368640600923889,0.5444440280471242,0.38502826322337175,39
log,4,0.1718615143675216,0.5645357329378936,0.5766533416672275,0.41618661978480065,39
original,100,0.33892078299944617,0.16940312920295078,-0.06285555529713863,0.14005101642585846,40
half,50,0.19671465155897322,0.5864816859910624,0.5948445865573015,0.43144389170155706,40
sqrt,10,0.17088021180721472,0.6561990028919857,0.6729308121377151,0.49068268681095406,40
ten_percent,10,0.17088021180721472,0.6561990028919857,0.6729308121377151,0.49068268681095406,40
log,4,0.19396241668847863,0.622527605537615,0.6414342522549143,0.46026312708920714,40
original,100,0.3591351873797312,0.3304145230502806,0.2839180198456242,0.2691762256512274,41
half,50,0.19051792846989693,0.49174680749568633,0.5464279937452617,0.3620050198060114,41
sqrt,10,0.22891582535546826,0.4344486582810113,0.5070063433435006,0.30655755677342483,41
ten_percent,10,0.22891582535546826,0.4344486582810113,0.5070063433435006,0.30655755677342483,41
log,4,0.2205851158385417,0.40757764872600616,0.46111284570601546,0.29402850699099087,41
original,100,0.3378390473603924,0.1490090849872648,0.024614874972306442,0.122352829841467,42
half,50,0.1601223419938523,0.5911808916344988,0.5981677123035783,0.44267097912510145,42
sqrt,10,0.16124158999798538,0.624014401440144,0.6243996301597057,0.45898989898989906,42
ten_percent,10,0.16124158999798538,0.624014401440144,0.6243996301597057,0.45898989898989906,42
log,4,0.10850674023706064,0.7056048980539806,0.6889557416461096,0.5573309219059116,42
original,100,0.32586493399102073,0.08058541100412703,0.0072058416007253975,0.06572329541852136,43
half,50,0.18465093801238916,0.6321821839684348,0.6253627434587797,0.49080259681722227,43
sqrt,10,0.18568150409157563,0.63552545912515,0.6351359774196353,0.48954440092200857,43
ten_percent,10,0.18568150409157563,0.63552545912515,0.6351359774196353,0.48954440092200857,43
log,4,0.26345643395214124,0.5661686168616861,0.5888840319950478,0.4193939393939395,43
original,100,0.28401502839087933,0.3177698915831004,0.11887093112013668,0.25880395201276146,44
half,50,0.16729145514817137,0.5954854669140384,0.5870799896277522,0.4561945990517419,44
sqrt,10,0.1322859848121958,0.6704310544016205,0.6715524665209895,0.5376300663860771,44
ten_percent,10,0.1322859848121958,0.6704310544016205,0.6715524665209895,0.5376300663860771,44
log,4,0.15998721344317476,0.5974509145454504,0.6076005398851204,0.4532686880967646,44
original,100,0.276624617615386,0.17234549688642783,0.216939262956115,0.1414213562373095,45
half,50,0.22295242112403835,0.5247000618429191,0.5557900570149888,0.38404452690166974,45
sqrt,10,0.19280032112097184,0.5409540954095409,0.5598415312165671,0.4028282828282829,45
ten_percent,10,0.19280032112097184,0.5409540954095409,0.5598415312165671,0.4028282828282829,45
log,4,0.3161218524020472,0.42433843384338427,0.46390286384554386,0.2921212121212121,45
original,100,0.2653448341360777,0.23511328662415426,0.24466787953650077,0.19341834135122987,46
half,50,0.15232370879276932,0.5936649753215094,0.6124437445101352,0.4504479823851463,46
sqrt,10,0.16915378049073826,0.6105913771538318,0.6160089859157023,0.46290689732761076,46
ten_percent,10,0.16915378049073826,0.6105913771538318,0.6160089859157023,0.46290689732761076,46
log,4,0.26149685871040035,0.48157793676359495,0.49458017526773695,0.34980298666763243,46
original,100,0.3326438404510045,0.11944752759213367,-0.004230011172475254,0.0994936676326182,47
half,50,0.1725333559496627,0.7107443970914985,0.7299755798695463,0.5389125712993058,47
sqrt,10,0.23376475585714634,0.6639383856567107,0.6752277442285985,0.4818668576966531,47
ten_percent,10,0.23376475585714634,0.6639383856567107,0.6752277442285985,0.4818668576966531,47
log,4,0.24064459821605957,0.6079280879896305,0.6247066263853632,0.4383146609370854,47
original,100,0.2824193830562403,0.1974783351449563,0.18433748079251572,0.16101317421385103,48
half,50,0.1734092380571349,0.5935144736637882,0.6122810705319166,0.46216027181333064,48
sqrt,10,0.19056975921240635,0.6137432155539642,0.6304246987758229,0.45964239046536093,48
ten_percent,10,0.19056975921240635,0.6137432155539642,0.6304246987758229,0.45964239046536093,48
log,4,0.21243905918667008,0.6043084308430842,0.6230345406568384,0.44929292929292935,48
original,100,0.3015878588899954,0.1377751613562779,0.04874244290294733,0.11209786956563539,49
half,50,0.18155957377879567,0.6088094106017287,0.292842486868859,0.5031347364665849,49
sqrt,10,0.12147498121286546,0.659583451148207,0.6582947170393241,0.5316337109649864,49
ten_percent,10,0.12147498121286546,0.659583451148207,0.6582947170393241,0.5316337109649864,49
log,4,0.16377967176972386,0.5640422477750825,0.5600622043284867,0.43478283094982223,49
original,100,0.3127197192671045,0.22590754891460701,0.08564427511535914,0.1868187938952418,50
half,50,0.1234470583669019,0.7340486722331946,0.7388139362715905,0.5765265130243885,50
sqrt,10,0.12902867981155394,0.7077616162275255,0.7101895347906328,0.5506930430895892,50
ten_percent,10,0.12902867981155394,0.7077616162275255,0.7101895347906328,0.5506930430895892,50
log,4,0.2797367350660117,0.5504967011626972,0.5680928494581903,0.3877159328804517,50
original,100,0.3038691886219948,0.3559976095405473,0.19891369868202372,0.2910737714657242,51
half,50,0.17581286670187474,0.6174025974025974,0.6350378607556318,0.46773861059575345,51
sqrt,10,0.1313075203043082,0.6697252973785802,0.6819232001316569,0.5367735062173439,51
ten_percent,10,0.1313075203043082,0.6697252973785802,0.6819232001316569,0.5367735062173439,51
log,4,0.2925187748786222,0.47562698958206745,0.5124742787415311,0.34043842986115747,51
original,100,0.26148086100791185,0.08125315661372369,0.013264464837580522,0.06683137764449877,52
half,50,0.18525098966934012,0.5214355325643598,0.5181093680641068,0.38856245613438756,52
sqrt,10,0.18459839428146674,0.5443776004095808,0.5487122923780084,0.4044516543266002,52
ten_percent,10,0.18459839428146674,0.5443776004095808,0.5487122923780084,0.4044516543266002,52
log,4,0.2271375260046059,0.5098775813309395,0.5248199978030764,0.3623864339823635,52
original,100,0.3411859227156585,0.02528156264443451,0.006460093778095165,0.02104155719167468,53
half,50,0.1960024189623063,0.49434736694069437,0.49565112203378314,0.36354452513868907,53
sqrt,10,0.17003349716950228,0.5832463246324632,0.597835181707181,0.4347474747474748,53
ten_percent,10,0.17003349716950228,0.5832463246324632,0.597835181707181,0.4347474747474748,53
log,4,0.15624303319721666,0.6011113245116301,0.6107403608869206,0.44841873334227406,53
original,100,0.30768065379552545,0.1841646733240367,0.03231123785041388,0.15160939829732298,54
half,50,0.1844332987535072,0.6429655858155281,0.6431702394645986,0.47018403632490074,54
sqrt,10,0.16634262137487854,0.6612439620126602,0.6558973570202823,0.4972711648148133,54
ten_percent,10,0.16634262137487854,0.6612439620126602,0.6558973570202823,0.4972711648148133,54
log,4,0.20857806920241853,0.6184884037708462,0.6276639244482113,0.4430969078349882,54
original,100,0.2853088412486696,0.091231858214029,0.06053894914723597,0.0742215641668553,55
half,50,0.23934055859472866,0.4604240426907966,0.45948494249613786,0.33322366617019633,55
sqrt,10,0.24571133086994823,0.5138193819381938,0.5315275938707551,0.36606060606060614,55
ten_percent,10,0.24571133086994823,0.5138193819381938,0.5315275938707551,0.36606060606060614,55
log,4,0.16325189901162399,0.5847718814599152,0.5780063389669298,0.4449170524583261,55
original,100,0.3234732880070221,0.07617800629431559,-0.006629654377021705,0.06271867748176038,56
half,50,0.2051819900781313,0.5411045372671216,0.5489690228609834,0.37957902307394015,56
sqrt,10,0.20325952853224052,0.558194517826191,0.5620778016818578,0.3910276020808023,56
ten_percent,10,0.20325952853224052,0.558194517826191,0.5620778016818578,0.3910276020808023,56
log,4,0.2139329600739325,0.5233220320996985,0.5192951007219978,0.3731555163610347,56
original,100,0.31967059711041523,0.12979050493692246,-0.07316531089775749,0.10776235844876533,57
half,50,0.16732743149580517,0.502724305158378,0.5145898435464956,0.37607357492112303,57
sqrt,10,0.17549059192018945,0.4474527452745274,0.4837583674139094,0.34787878787878795,57
ten_percent,10,0.17549059192018945,0.4474527452745274,0.4837583674139094,0.34787878787878795,57
log,4,0.16337015199090515,0.49697551697741543,0.5231720671804369,0.3757332557696603,57
original,100,0.3140697179462385,0.2530650307239724,0.16671354712082254,0.20561761521966507,58
half,50,0.19279814956845673,0.5330988780244187,0.5301479140110831,0.3880968379754524,58
sqrt,10,0.14644166802909084,0.6471186628938663,0.6412754061875761,0.4963081080856179,58
ten_percent,10,0.14644166802909084,0.6471186628938663,0.6412754061875761,0.4963081080856179,58
log,4,0.1666289666434081,0.6084441457881411,0.6141065817725374,0.4552895025778024,58
original,100,0.2930262391698417,0.1900800113499003,0.11859233470631242,0.1549372053755925,59
half,50,0.19034158874630605,0.6027363559975464,0.60719835521021,0.4568426148298692,59
sqrt,10,0.16165946453982283,0.6514642354504953,0.6514966784594304,0.5039436347567242,59
ten_percent,10,0.16165946453982283,0.6514642354504953,0.6514966784594304,0.5039436347567242,59
log,4,0.16909483187101162,0.639269844796891,0.6379100666045828,0.4992423502592997,59
original,100,0.31221590725335185,0.16503953081278772,0.09652100613602936,0.13468397591473075,60
half,50,0.1344998515869752,0.6583430868429939,0.6555389486520946,0.5217881800358845,60
sqrt,10,0.1241479801607877,0.7078891994830308,0.7119976189903298,0.5518660771564983,60
ten_percent,10,0.1241479801607877,0.7078891994830308,0.7119976189903298,0.5518660771564983,60
log,4,0.15341371232792167,0.6569234003376979,0.6563757392416034,0.4984840213143617,60
original,100,0.3085538581396178,0.03508636502136926,-0.0962085916900903,0.02936718271824956,61
half,50,0.16326723348836347,0.6089962076191059,0.6293033014249299,0.4617561089171231,61
sqrt,10,0.16109617406876517,0.5995871538044012,0.6286246364236818,0.4540770138891797,61
ten_percent,10,0.16109617406876517,0.5995871538044012,0.6286246364236818,0.4540770138891797,61
log,4,0.23994943832200807,0.5072742492499557,0.5404605226877061,0.36872411542825656,61
original,100,0.3134365839258151,0.1959689781165335,0.1388108011016046,0.16101317421385103,62
half,50,0.18781771663238908,0.4957543525670231,0.5039057640648178,0.3698433051351444,62
sqrt,10,0.14723656282455164,0.6362272574986533,0.6365307203423236,0.4823684166237081,62
ten_percent,10,0.14723656282455164,0.6362272574986533,0.6365307203423236,0.4823684166237081,62
log,4,0.15787987541743287,0.6230850013305976,0.628685257162289,0.4669497523261052,62
original,100,0.2842975844763808,0.05012854569424362,-0.037321243967577335,0.04118288562161583,63
half,50,0.12720376954614698,0.6370943089287605,0.628194209707034,0.5066590155971238,63
sqrt,10,0.1188931998974753,0.6543952996515531,0.6515761324634918,0.5140398600509826,63
ten_percent,10,0.1188931998974753,0.6543952996515531,0.6515761324634918,0.5140398600509826,63
log,4,0.1462079706351874,0.6051090175943804,0.6170454297279947,0.46394027778574926,63
original,100,0.31020895863686365,0.17748554040781503,0.15495269524444216,0.14481059064516164,64
half,50,0.22233961992329976,0.45744141640095093,0.4776969155019453,0.3459232002311317,64
sqrt,10,0.20317001601701887,0.4756398333924068,0.4965411594556054,0.364261235364347,64
