dim_reduction_level,dims,mae,spearmanr,pearsonr,kendalltau,nr_non_nan,iteration
log,5,0.25356855572910947,0.27194801064632046,0.3156810158042973,0.205879382806243,100,19
ten_percent,20,0.16848303030007294,0.4350625583283863,0.4468208423090679,0.3444512458717244,100,19
original,200,0.293026058945781,0.23996302396138158,0.2897415365007914,0.19544366429731602,100,19
half,98,0.17386684486706216,0.5368647712758905,0.5502240850173652,0.40367825580187416,99,20
sqrt,14,0.1923987290378905,0.5513777543481906,0.5676682944831547,0.40153583738219856,100,20
log,5,0.17728978309978408,0.549116559008049,0.5692754156991224,0.40549550666548545,100,20
ten_percent,20,0.15619521828896438,0.5702729090906375,0.5823273791083642,0.43196812505617377,100,20
original,200,0.30075033416473473,0.24251161041921027,0.3483922664568798,0.1994943101894884,100,20
half,98,0.19907283290573424,0.3715434476205045,0.40797450953233944,0.28028325753323424,100,21
sqrt,14,0.21224446217944365,0.36613971239202414,0.4118775837810521,0.2761895155016037,100,21
log,5,0.16123251916091214,0.43728284696690856,0.46203240495495435,0.3533455268684121,100,21
ten_percent,20,0.17517610800516042,0.43714482902451396,0.47142710057663495,0.34606838787112215,100,21
original,200,0.3026700375193307,0.12442994590949012,0.1445114061706705,0.10113082869807208,100,21
half,98,0.1963669673470962,0.5071959356702274,0.5182647668969265,0.3820233350337396,100,22
sqrt,14,0.15046121638312832,0.5799453931621203,0.5833053265177494,0.45765118582956804,100,22
log,5,0.13288372573498872,0.6122235893421509,0.6006607321532393,0.4940368808160178,100,22
ten_percent,20,0.15405962294173603,0.5878618405684745,0.5889563297965533,0.46216027181333064,100,22
original,200,0.30259901623009866,0.06858914234078674,-0.051999580659744506,0.05569638101736985,100,22
half,98,0.2633245943419056,0.4298852880504954,0.4384474245353549,0.31410697726158476,100,23
sqrt,14,0.22973069714965008,0.5803009937530866,0.5809766115612013,0.4185106790229155,100,23
log,5,0.267223135787723,0.5466252220642326,0.5359493102323216,0.3857734844301042,100,23
ten_percent,20,0.2002964976610184,0.5853968946310967,0.59061663168269,0.4293966579791,100,23
original,200,0.3205941280640642,0.23982081994506407,0.17633890044196757,0.19610731302640802,99,23
half,98,0.22456155143380363,0.5155177380237801,0.5297416121837797,0.35829040748799096,100,24
sqrt,14,0.12510675572269592,0.6571411437660459,0.6676157833017774,0.5140548633834642,100,24
log,5,0.1309823894505583,0.6304809778017836,0.634261825006249,0.4836532842584016,100,24
ten_percent,20,0.13336657162561935,0.6333278356982537,0.6414746551663407,0.4837638346647829,100,24
original,200,0.3079733948451667,0.24251161041921027,0.3304845310370696,0.1994943101894884,100,24
half,98,0.1986230169835609,0.4972859463608548,0.5074117614091068,0.37653052961570926,100,25
sqrt,14,0.19465656708866547,0.5117258770615839,0.5279999484279035,0.3712843151738947,100,25
log,5,0.18119180921238712,0.5579643857754933,0.5928750082968098,0.4060702702518692,100,25
ten_percent,20,0.17948276951881073,0.5769990101310003,0.5995121698326401,0.4208612053432689,100,25
original,200,0.3011986581673257,-0.0574484989621426,-0.06831671622146547,-0.04714045207910317,100,25
half,98,0.19357739552665199,0.4026565383877577,0.42452540369209474,0.31291589609251397,98,26
sqrt,14,0.19176863587622534,0.45134655084619535,0.4919212136086707,0.34374054322451925,100,26
log,5,0.16661887487878757,0.4768078515086651,0.503830754449684,0.379661170554801,100,26
ten_percent,20,0.19854443029677313,0.43100427250955686,0.47814362226161156,0.32878651606484,100,26
original,200,0.5030430797441202,0.07618491466259904,0.01234991941054661,0.06299953263158589,100,26
half,98,0.12696905336861242,0.7369419120326329,0.7185974658030927,0.5629932099368861,100,27
sqrt,14,0.17293450459060644,0.582509241076946,0.5890618043415572,0.43386886907880234,100,27
log,5,0.35865083461075536,0.36007200720072,0.38835665371766226,0.2456565656565657,100,27
ten_percent,20,0.13762790994230822,0.6654385401726325,0.6625936888161892,0.5133851930428492,100,27
original,200,0.3275528039482885,-0.1107250148755031,-0.11024661729233333,-0.08853996954298744,99,27
half,98,0.14589991297178673,0.6370090926896202,0.6093690573302988,0.4946350135957749,99,28
sqrt,14,0.12667349502101255,0.729035456288171,0.7199668824420685,0.551341049544765,100,28
log,5,0.21638525163419092,0.581871643575541,0.604943057985654,0.41924406334387104,100,28
ten_percent,20,0.13236061529874665,0.7182513730017454,0.7158301352738307,0.5506368507949396,100,28
original,200,0.3239533204574163,0.17234549688642783,0.24660065820957913,0.1414213562373095,100,28
half,98,0.2095120259032005,0.43207713886399274,0.4599250965061793,0.3029965631604418,100,29
sqrt,14,0.18786216325771382,0.4449998349850061,0.47363647226280614,0.317405800185091,100,29
log,5,0.18348503932003501,0.48196111464601216,0.4983230580027852,0.3437817733091617,100,29
ten_percent,20,0.18073330514133995,0.4783015698102603,0.5035173145971105,0.34374054322451925,100,29
original,200,0.2973621069307172,0.14697673358740015,0.20830833937199028,0.1205067152921275,100,29
half,98,0.1672435402612892,0.5723614009347799,0.5769339599218737,0.43708976170526964,100,30
sqrt,14,0.148458342638482,0.6738094023714767,0.7013893347154305,0.5121729493756879,100,30
log,5,0.13684384843181263,0.6586470203293217,0.6815804651517572,0.5158185204786138,100,30
ten_percent,20,0.16858055194537644,0.6478027236834548,0.6743646273083133,0.48146277647426594,100,30
original,200,0.3273418755050733,0.18952841979159676,0.011537425359607707,0.15402419864305866,99,30
half,98,0.23597007309879825,0.5044675810125716,0.5205960816680508,0.3577926673667559,100,31
sqrt,14,0.17356456435362194,0.5874057894907209,0.5968512083559065,0.43548552066363255,100,31
log,5,0.2462184223592919,0.5040864086408641,0.5337137314932022,0.35838383838383847,100,31
ten_percent,20,0.1561771377291584,0.5878618405684745,0.6078812807254401,0.4383146609370854,100,31
original,200,0.30054254882864523,0.10256204725922115,0.12564117534562994,0.08405090226257632,100,31
half,98,0.2447991593201307,0.4303159412660319,0.4646322325102113,0.32181125788015563,100,32
sqrt,14,0.18044501858354983,0.5000120013801596,0.5165050822275367,0.4019400002784061,100,32
log,5,0.2438560725830849,0.4419134943431878,0.4652976076021496,0.3299990047534626,100,32
ten_percent,20,0.17094720350244164,0.5117373146160862,0.526402719819158,0.41042742109876457,100,32
original,200,0.2830904603343621,0.03821965872653303,-0.022206265336346603,0.030769635369331635,98,32
half,98,0.21527221564278712,0.47385099875644465,0.47932206259283233,0.34396271659900557,100,33
sqrt,14,0.15288146811564376,0.6115935074312189,0.5865275637218763,0.46816260882565347,100,33
log,5,0.1979978916472386,0.5613298137807602,0.549829386789906,0.4105158822456461,100,33
ten_percent,20,0.15880011883947184,0.6078610222064599,0.5825384569606822,0.4608854698283636,100,33
original,200,0.2862213622759,0.17320508075688773,0.27342345127364975,0.14213381090374028,99,33
half,98,0.26116187809047203,0.39617546634794754,0.39340696635035627,0.30145988355685366,100,34
sqrt,14,0.14286008758879365,0.5987787529457985,0.5998568410950137,0.4550334019912575,100,34
log,5,0.16443087651283558,0.5592607041432387,0.566966509819935,0.41681835034477444,100,34
ten_percent,20,0.17787305966844197,0.5408143061031915,0.568108119003883,0.4022640723501945,100,34
original,200,0.3011306237910665,0.14723011076602902,0.12608448852569512,0.12029647976009777,99,34
half,98,0.19944287991327755,0.5104496945059721,0.5065795159889069,0.39627387919167056,100,35
sqrt,14,0.13470232938760385,0.6942422518051844,0.6984660609688578,0.5558925622929823,100,35
log,5,0.2506969775617134,0.561770918383311,0.5696226993465824,0.4043649776556514,100,35
ten_percent,20,0.1951729107522716,0.628552740935145,0.6380992575440826,0.4697444210250392,100,35
original,200,0.31342957722654596,0.005125901822602181,-0.13628583955825715,0.005140875203422982,99,35
half,98,0.21498331460865153,0.5060817908605783,0.5277465902847925,0.37719837135952916,100,36
sqrt,14,0.19090870007459787,0.5474435919602698,0.5762304945664413,0.4101114331005765,100,36
log,5,0.1510164238393668,0.6068792037776095,0.6334377100821,0.4663453604956021,100,36
ten_percent,20,0.18236898287753572,0.5361937054230236,0.5520250545947033,0.40185978685034507,100,36
original,200,0.3320604029453322,0.1476590350283636,0.1349840142962046,0.12102541795015184,100,36
half,98,0.21980627748402007,0.36379136761363245,0.36961646130569076,0.27494100384001585,100,37
sqrt,14,0.16416439456513016,0.49333925403197604,0.5256273396770381,0.3756694120249155,100,37
log,5,0.25381008186071574,0.3258783643340278,0.37170387011521644,0.22922987841463344,100,37
ten_percent,20,0.15985691620542503,0.49531925197203286,0.5206755693384898,0.37411545918938194,100,37
original,200,0.29989881060165946,0.0574484989621426,0.04558306789617005,0.04714045207910317,100,37
half,98,0.24658275042513197,0.45366900464731585,0.4228142608024278,0.32433016602578296,100,38
sqrt,14,0.15468506484461014,0.6101953256669603,0.638706296276609,0.45320404533122416,100,38
log,5,0.13110865807954128,0.6658305340841402,0.6848353816123752,0.5067747787722114,100,38
ten_percent,20,0.21227080898652134,0.5256228697992666,0.5650862406709356,0.3740527604400853,100,38
original,200,0.2736042431952499,0.17787064776560704,0.07618668910012633,0.14394450569584352,100,38
half,98,0.22600095444752819,0.515970614893454,0.5336967946387403,0.38301918436882026,99,39
sqrt,14,0.19773033957255162,0.6028924638796009,0.6213395337990798,0.45257859333288475,100,39
log,5,0.16668263096384062,0.650305316175359,0.6548016613499358,0.5165408071514809,100,39
ten_percent,20,0.16881719416319677,0.642960011567594,0.6489592111225113,0.5050015388113307,100,39
original,200,0.2780651256353056,0.09870382554189053,0.10022992281984683,0.08100147275405008,98,39
half,98,0.2526116342655627,0.3541356632197812,0.3048301098774947,0.26492877846404744,100,40
sqrt,14,0.13766863866761855,0.5736217387230977,0.5924072332060388,0.4706964779827475,100,40
log,5,0.20016425112873823,0.45469492586443855,0.47008782260599874,0.33686977398899093,100,40
ten_percent,20,0.14002486990345317,0.5672840401304133,0.5857343675283154,0.45814457190320756,100,40
original,200,0.27717371453285244,0.04479315611558995,0.06759799077845047,0.03647341362881289,100,40
half,98,0.24350508200467505,0.36440337260244116,0.3826556322070569,0.26116843290273933,100,41
sqrt,14,0.14674581741289086,0.531216715324069,0.5016562869277119,0.41721386211471223,100,41
log,5,0.18557506912222307,0.46578416786034055,0.46187659984437407,0.3538446156297079,100,41
ten_percent,20,0.21341671823351605,0.42536364075839456,0.4513910928316825,0.3053450680848022,100,41
original,200,0.2658768398537021,0.24246212330352424,0.4132928087600544,0.1974689872434022,100,41
half,98,0.17183809409585005,0.5745407762200969,0.5482574707016441,0.45851401144198717,100,42
sqrt,14,0.1944416160154812,0.6391675868157486,0.6312311515424409,0.4823684166237081,100,42
log,5,0.1800148002253787,0.6228217560815293,0.6150288640915885,0.4771142989730099,100,42
ten_percent,20,0.12458554602609777,0.7034365309198439,0.6968833124627019,0.5731362275996379,100,42
original,200,0.3166581665616682,0.24112039167507884,0.26773556764576506,0.19638143277075792,99,42
half,98,0.20150649511832042,0.516151099875282,0.5104462469905306,0.38811407985546403,100,43
sqrt,14,0.1554962084145955,0.6320747924222657,0.6320108826894214,0.4872183713781986,100,43
log,5,0.22893721218167112,0.5342638375882812,0.5348771838497657,0.3890067875997646,100,43
ten_percent,20,0.20539681750023792,0.5619269358572792,0.559843875516945,0.4213398192963684,100,43
original,200,0.3295178453509146,,,,100,43
half,98,0.15170171778560074,0.6062304575558942,0.6090122408523864,0.46785393404398573,99,44
sqrt,14,0.1536791249506354,0.6205663205336825,0.6062882000224832,0.46948177739440483,100,44
log,5,0.20375409558991367,0.5619201920192018,0.5736727174908592,0.4105050505050506,100,44
ten_percent,20,0.1514320878270443,0.6233917438012929,0.6287567262873303,0.47522774545678237,100,44
original,200,0.31252586149284683,0.11295434155327973,0.09876903655803988,0.09215219404692103,100,44
half,98,0.19976680131821317,0.5301066143661293,0.35502960273828066,0.42017997210814145,100,45
sqrt,14,0.12636903312158596,0.6525017013243958,0.6307713810971393,0.5328222404264282,100,45
log,5,0.11218375917178852,0.692742706555403,0.6724164759929375,0.5673192689855194,100,45
ten_percent,20,0.11283705217092416,0.6780604908992481,0.6614297362349969,0.5625887607918165,100,45
original,200,0.3152146511795129,0.0769555271850082,0.10103309182736003,0.06233955494859645,98,45
half,98,0.1680173139425717,0.5791728674028542,0.5839719478119949,0.43427303197500994,100,46
sqrt,14,0.15146875019852007,0.6010219052589465,0.5932800942841008,0.462875040244458,100,46
log,5,0.16256874209005998,0.5430993383588125,0.5407131958386263,0.4032376923826484,100,46
ten_percent,20,0.13971719819102457,0.6402870492841974,0.6236415018677771,0.48321153173811915,100,46
original,200,0.2862316990833398,-0.11664831969341419,-0.10453313570902226,-0.09572277060864141,99,46
half,98,0.20220382735640377,0.29790287127303094,0.3021422297672384,0.220827468465706,100,47
sqrt,14,0.14578164211167347,0.5474827313112147,0.51847282441224,0.4205851601236749,100,47
log,5,0.1379090746026126,0.4758490124504239,0.4768348187608542,0.3998383695520656,100,47
ten_percent,20,0.19291961121382373,0.3282967692617974,0.3414763869099744,0.24310398206883987,100,47
original,200,0.32645943613115463,,,,100,47
half,98,0.2739613084281479,0.41634358595805243,0.40423618721110316,0.30954619992929927,100,48
sqrt,14,0.16134795972180485,0.6007758799183353,0.6096233976652622,0.48146277647426594,100,48
log,5,0.2510620025050775,0.5160231503868121,0.5361617323483284,0.3772098210983863,100,48
ten_percent,20,0.2531942673909722,0.48932493249324926,0.520043345310541,0.3620202020202021,100,48
original,200,0.2986815433292503,0.03263675279491259,-0.1068485842699973,0.02734185977216338,100,48
half,98,0.21568974484080003,0.42890735064772295,0.46019621470859967,0.32913982399528036,100,49
sqrt,14,0.17465481906184968,0.5299986526460091,0.5499163758872313,0.41820988969138695,100,49
log,5,0.18364517388276336,0.515935625728013,0.5327138316606925,0.4153177159217406,100,49
ten_percent,20,0.18532998274257717,0.4957976412501012,0.5232143793538048,0.39069341896181337,100,49
original,200,0.3222891383246529,0.0725481115956662,0.07349479626567586,0.05974702690954221,100,49
half,98,0.17643780074600657,0.5504056454719265,0.5770970250102148,0.4229564708811986,100,50
sqrt,14,0.18303726348071794,0.5304834141805873,0.5657420684563306,0.4164898645418778,100,50
log,5,0.18394967501834408,0.4951327025534701,0.5001477908097238,0.37271063052311315,100,50
ten_percent,20,0.19996310120066232,0.5532619653799619,0.5900446990264154,0.40881076951393436,100,50
original,200,0.30705894683187807,0.2132070649183343,0.15740995525093168,0.1737615818756968,99,50
half,98,0.27139454345886177,0.3082786230225642,0.3545014844726061,0.22694655992200427,100,51
sqrt,14,0.20153594498094254,0.4560529734583186,0.49230384496119245,0.35377311019993274,100,51
log,5,0.15560430831291008,0.5287321305041518,0.5687280457664216,0.39992057133147124,100,51
ten_percent,20,0.1511635894142433,0.513377592441501,0.536073850032307,0.39740954248607885,100,51
original,200,0.2843481991658036,0.002449612226456669,-0.21147895663310434,0.0010126614730430882,100,51
half,98,0.21619730359110817,0.48817810937636147,0.49466048904576027,0.3688576203034771,100,52
sqrt,14,0.16074957897019973,0.5601657125432143,0.5415378910596871,0.4168722005125904,100,52
log,5,0.3115491738480449,0.38777077707770774,0.41979893915692074,0.26989898989898997,100,52
ten_percent,20,0.16656081253087968,0.5513870373828078,0.5328913605185913,0.40890284812109,100,52
original,200,0.26010855914888736,0.0,,,99,52
half,98,0.19927796256641905,0.4557666172082866,0.4442355291580767,0.3361973953899183,100,53
sqrt,14,0.14628973751289764,0.6363704594528994,0.6304883993166411,0.47121956124394787,100,53
log,5,0.15200459124033816,0.609337214112072,0.6052808985816849,0.45077833233212755,100,53
ten_percent,20,0.15954624417741614,0.6129811370598759,0.6077492127672284,0.4556015782414896,100,53
original,200,0.2824643976050007,0.04700331733266214,0.0236133837429465,0.038569460791993505,100,53
half,98,0.2148770129643301,0.6008299364721862,0.6146291444006249,0.45039971235769144,100,54
sqrt,14,0.17308879422902046,0.5766233922119929,0.5851977251662618,0.45843014679819954,100,54
log,5,0.18774209602415678,0.5828040288175911,0.6004872658528764,0.45964239046536093,100,54
ten_percent,20,0.15087919426309074,0.5890979790160695,0.6033122673460034,0.4819642537275005,100,54
original,200,0.2724405135053587,0.06640075536454454,0.0621977651647454,0.054491899852724596,98,54
half,98,0.18482635919380058,0.4505183587475349,0.4796635447725016,0.351037328792722,100,55
sqrt,14,0.2176661503014685,0.3905367699558587,0.42167744490031583,0.2943198438903936,100,55
log,5,0.15620029655820378,0.5191310619044902,0.5421196123837099,0.41375147540620294,100,55
ten_percent,20,0.1877461926152889,0.4480658031147419,0.4798008758931149,0.3471535318139699,99,55
original,200,0.3051646327804416,0.08115165360733553,0.08397048767233482,0.06683137764449877,99,55
half,98,0.21427393760518482,0.48774662765741933,0.5086047584086268,0.3534404527335004,100,56
sqrt,14,0.17804815664717175,0.5395035688700216,0.5592941509829876,0.4022628568863884,100,56
log,5,0.14164811065408892,0.6229177668347405,0.6280549773538486,0.48519755689716093,100,56
ten_percent,20,0.161944775513764,0.5646564656465646,0.581141858280726,0.4242424242424243,100,56
original,200,0.3276111754082708,0.12439193432869254,-0.0026678439348944666,0.10178932902777504,99,56
half,98,0.2076211703407551,0.4398164958334578,0.44123862398835995,0.32891952032435184,100,57
sqrt,14,0.14958344080037783,0.5682636455692234,0.5770815439016764,0.4447812672764061,100,57
log,5,0.17218383759694503,0.5121219404324362,0.5269540705874958,0.3919112215724444,100,57
ten_percent,20,0.15793181384524832,0.5506961123693908,0.5755064091222786,0.4270982971934998,100,57
original,200,0.3226195081788195,,,,100,57
half,98,0.20655115955579784,0.5239196941603794,0.5227173861387614,0.3970862689350704,100,58
sqrt,14,0.1418745439330443,0.6127936634520418,0.6081149319927333,0.4912068823170717,100,58
log,5,0.11251321450819436,0.6791540228649187,0.6534218080192016,0.5573451199511844,100,58
ten_percent,20,0.13472167621250272,0.6146783496425408,0.6063795282901527,0.5007080415961673,100,58
original,200,0.296762905343031,0.24006199819275356,0.24771978969240363,0.1974689872434022,100,58
half,98,0.19566256720463288,0.33185682414292667,0.3477149515037218,0.2674240902520476,100,59
sqrt,14,0.1967522569516251,0.31463290241891767,0.3432574300247038,0.2458055839084606,100,59
log,5,0.18553609142038544,0.3702541332039525,0.406787004069986,0.28906413239235085,100,59
ten_percent,20,0.17144499225262133,0.41573522801395324,0.44804498274603505,0.3303999757455418,100,59
original,200,0.31065330070948505,-0.0853023166407572,-0.07452160190862502,-0.06999642884472895,100,59
half,98,0.19157685329925436,0.4515085617446089,0.4853176145027939,0.3372790934279352,100,60
sqrt,14,0.16024801757812207,0.5300946723305738,0.5703108761499718,0.39676322868157227,100,60
log,5,0.1671857328143116,0.5167211739851728,0.5597695717799579,0.3763898003598303,100,60
ten_percent,20,0.17047108777397707,0.5183589275096148,0.5585386962089106,0.3864772371909957,100,60
original,200,0.2922671686277814,-0.002486823656509969,-0.164120586002763,-0.0010281750406845964,99,60
half,98,0.19129697693947328,0.518770378561844,0.5297934450557641,0.4138205765650544,100,61
sqrt,14,0.21249572648192835,0.5938831690724374,0.6115026425765843,0.4557151707265224,100,61
log,5,0.22361982057411897,0.5798868800076835,0.6012232042333192,0.4396565507012017,100,61
ten_percent,20,0.20730611121752504,0.6004933927478275,0.6149230291137696,0.45745726953721483,100,61
