dims,mae_mean,mae_std,spearmanr_mean,spearmanr_std,pearsonr_mean,pearsonr_std,kendalltau_mean,kendalltau_std
4,0.19735819290023532,0.0632656966567987,0.5440383953765272,0.1134621687113729,0.5595671133602174,0.10221492946997111,0.40857126782597564,0.09569316234296729
10,0.16718903747462135,0.03674104361149785,0.5840719630081864,0.09251258875512171,0.5960839885208666,0.08329030247298304,0.44585679599988215,0.07723509548697173
50,0.19351187752706817,0.13349552350212807,0.547094700502737,0.09442781821942345,0.5449030118024795,0.1050108908068753,0.4139239861611596,0.07542722143418125
100,0.32179510198952616,0.38354871412668134,0.15702360901105478,0.11430761903582011,0.102078124353076,0.1358461979332704,0.1300803458796848,0.0927043776846789
