"","target_input.X0","target_input.X1","target_input.X2","target_input.X3","target_input.X4","target_input.X5","target_input.X6","target_input.X7","target_input.X8","target_input.X9","target_input.X10","target_input.X11","target_input.X12","target_input.X13","target_input.X14","target_input.X15","target_input.X16","target_input.X17","target_input.X18","target_input.X19","target_input.X20","target_input.X21","target_input.X22","target_input.X23","target_input.X24","target_input.X25","target_input.X26","target_input.X27","target_input.X28","target_input.X29","Y"
"0",3.52864590804938,3.38399906249674,2.46685398846414,3.10540548465906,3.00994939405837,2.78672672901487,0.737470062890999,1.95571901639477,2.98207023752282,3.28461218213224,2.9460334295122,3.61894737450106,3.26092512568168,3.48191769193353,2.59079175830132,2.00158391923009,2.33158726408665,1.80361533716333,2.48624603886043,2.61868901687205,2.20211952464573,3.31354902877515,1.74135887518639,3.32767092904934,2.58742800966291,2.33384755445543,4.3306498798892,2.5510471752651,2.75067834674184,2.20316730204374,0.445612146040702
"1",2.21421544834585,2.10107867247719,1.53017735795273,1.96409221415933,1.90565833417944,1.79294125799973,0.383433648323922,1.19164212311348,1.92089243351762,2.05284887483198,1.82280420278482,2.28153182483668,2.00701921380688,2.14942338380219,1.6201940962276,1.24775557068979,1.44463231747276,1.17301675251921,1.54697335970495,1.64630163650897,1.37664636836037,2.03251389515574,1.09672783324529,2.0761737405703,1.62075771744408,1.423233432426,2.74371132266145,1.56592557933305,1.71997286592695,1.34159234507627,0.267550351565541
"2",0.671638816475708,0.650862634251393,0.474903660026159,0.586411330858351,0.567800047853956,0.517051474033285,0.164324626217947,0.382989895320523,0.552610198400326,0.627676849569442,0.568543231790839,0.685609842267495,0.632519517118449,0.673456027538647,0.494795722082926,0.383465565125782,0.449358115943104,0.330840522051846,0.477197282875081,0.497507972462188,0.420712666632327,0.644808823543723,0.330231456144371,0.636988246435641,0.493347856992721,0.456678748444104,0.816367200330491,0.496087610792637,0.525394345411096,0.431696367731246,0.0884622985787761
"3",0.382611392354636,0.370775858413387,0.270537595713087,0.334059989220954,0.323457729897731,0.294547872377247,0.0936105425909041,0.218177230844492,0.314804553061397,0.35756765015862,0.323881098282481,0.390570243897594,0.360326364706059,0.38364660002569,0.281869474356256,0.218448204888914,0.255985107157763,0.188469382180459,0.271844200111516,0.283414557619117,0.239666700632465,0.367327193912328,0.188122416595418,0.362872058469083,0.281044671404855,0.260155439969707,0.465058575426161,0.282605422496633,0.299300542347767,0.24592376777566,0.0503941737729229
"4",0.373748514266226,0.360749156674995,0.26312880953511,0.327315436580304,0.31705290839902,0.290571021157307,0.086343156850557,0.210837213137725,0.310703881875628,0.34875548923937,0.314718770388346,0.382207725549973,0.349459857856935,0.372479781971434,0.274985352975999,0.212858846530396,0.248870637174921,0.186755319989492,0.264702597355942,0.277047571712469,0.233782219998597,0.355814718381925,0.184023756699885,0.353699557654267,0.274351558996232,0.251477720286323,0.455972574021158,0.27381904686036,0.291977316220433,0.237598879282968,0.0484509957105908
"5",2.54215375473359,2.46351587920443,1.79751094316909,2.21956761579428,2.14912388650195,1.95704047154605,0.621968914374464,1.44961722957432,2.0916302874497,2.37575765537967,2.15193683862631,2.59503410471163,2.39408715806868,2.54903190086432,1.87280242276575,1.45141764037815,1.70082102707965,1.25223178696751,1.80619230850162,1.88306829382067,1.59239796585228,2.44060219815528,1.24992647175108,2.41100130408573,1.86732225160065,1.72852963019031,3.08995086741918,1.87769222313691,1.98861825007537,1.63397128815668,0.334829910016872
"6",0.412275172171106,0.399522031802398,0.291512317929073,0.359959589085867,0.348535338853838,0.317384106232798,0.100868148034453,0.235092465116291,0.339211283059075,0.385289793972797,0.348991530899351,0.420851071780274,0.38826239107195,0.413390639272569,0.303722754711636,0.235384447720705,0.275831578033322,0.203081373268182,0.292920223088422,0.305387627951019,0.258248008923232,0.395805993076566,0.202707507515179,0.391005451930611,0.302834004962959,0.280325235860587,0.501114467798586,0.304515760754701,0.322505249694602,0.264990185150321,0.0543012233399345
"7",1.85292366649243,1.780979747555,1.29855295973878,1.62790434329887,1.5775168812001,1.45539566106946,0.401476392181336,1.03334305173665,1.55700872897565,1.72625619465046,1.55161909044538,1.89843166440995,1.71937050083225,1.8347464990012,1.36143791766503,1.0525259275116,1.22764252845644,0.939697429778284,1.30790612551898,1.3745445613148,1.15728112976763,1.74835340728642,0.913680561114578,1.74952917562237,1.3591920375382,1.23292082631838,2.26935789923241,1.34582670332336,1.44549435467922,1.16423482669295,0.236159241106726
"8",2.81639190849269,2.71786237380265,1.98235948433449,2.46688983900054,2.38959376481242,2.19073885649672,0.648611024429179,1.5878592374521,2.34258808956608,2.62784552206069,2.37091081831028,2.88040913992611,2.63236082262594,2.80592358397831,2.07201818847128,1.60379282806398,1.87489961301242,1.40835545601756,1.9943372331231,2.0877782384554,1.76153965820255,2.68005542036797,1.38681906845592,2.66500713467396,2.06731065964624,1.89396141673305,3.43666505921543,2.0624788689749,2.20004751530975,1.7893862633311,0.364794874375432
"9",1.70146240193997,1.62983906361998,1.18799115516105,1.49867878212122,1.4527740852643,1.34743406558372,0.348942831334024,0.940036028647508,1.44207669322306,1.5831019245105,1.41836871583422,1.7458980974107,1.56908264920289,1.67595516215218,1.24877948518166,0.964444395148826,1.12271165020284,0.873138113208139,1.1977299237893,1.26295276383969,1.06139608865566,1.59382573455881,0.839996325059863,1.60355431631113,1.24738188374495,1.12188741556923,2.09037850509544,1.2271548439872,1.3258283959822,1.05890550792729,0.213855236943228
