dim_reduction_level,dims,mae_mean,mae_std,spearmanr_mean,spearmanr_std,pearsonr_mean,pearsonr_std,kendalltau_mean,kendalltau_std,nr_efficient_mean,nr_efficient_std,prop_efficient_mean,prop_efficient_std,nr_non_nan_mean,nr_non_nan_std,spearmanr_warning_count,kendalltau_warning_count
log,4,0.2212748444177122,0.03697959725164113,0.06662007563264866,0.07149528082532608,0.07003601078952419,0.07085888475401782,0.045080341166515436,0.048329027342805204,24.429,5.085943946390466,0.12214499999999999,0.025429719731952325,200.0,0.0,0,0
sqrt,10,0.07681814987677084,0.0056496823965488975,0.047271281363971344,0.07113532549363905,0.03830845189460519,0.07198472171085381,0.03441998749318705,0.05168499888873543,102.835,9.691320688982321,0.5145326336226588,0.04853677210981313,199.863,0.3746616758775491,0,0
ten_percent,10,0.07681814987677084,0.0056496823965488975,0.047271281363971344,0.07113532549363905,0.03830845189460519,0.07198472171085381,0.03441998749318705,0.05168499888873543,102.835,9.691320688982321,0.5145326336226588,0.04853677210981313,199.863,0.3746616758775491,0,0
half,50,0.1189453921291148,0.01373820232389595,-0.0011434734996565268,0.07251850351673254,-0.001717332150548207,0.07321581758361574,-0.0008791925008603663,0.05801578397266432,163.938,4.968384127746255,0.8842055034688575,0.022796585757999328,185.417,3.5207252813172625,0,0
original,100,0.08396529274970062,0.00794042392186089,-0.0006968606187295425,0.07086621510270419,-0.0013245056903633638,0.07199886832021435,-0.0005772173231095711,0.057880528334586866,194.043,2.968832256117709,0.9828650095023954,0.01016021777180859,197.425,2.1468544394029108,37,37
